Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
02-Jul-26,LT,4059.7,4092.6, -0.00807139,  0.01688673,  0.01685408,  0.32199670,4080.5,4116.6, -0.00880805,  0.01682058,  0.01678997,  0.32077202,  0.01685408,  0.32199670
02-Jul-26,LTF,315.25,312.7,  0.00812171,  0.02198834,  0.02194088,  0.41917999,316.55,313,  0.01127802,  0.02194145,  0.02190111,  0.41842021,  0.02194088,  0.41917999
02-Jul-26,LTM,3680.7,3546.7,  0.03708536,  0.02015068,  0.02027058,  0.38726887,3693.8,3537.8,  0.04315067,  0.01978281,  0.01996780,  0.38148432,  0.02027058,  0.38726887
02-Jul-26,LUPIN,2399.6,2397.5,  0.00087553,  0.01444307,  0.01440697,  0.27524481,2397.1,2387.6,  0.00397100,  0.01461275,  0.01457879,  0.27852744,  0.01457879,  0.27852744
02-Jul-26,M&M,3175.2,3130,  0.01433762,  0.01842643,  0.01840816,  0.35168732,3162.6,3114.6,  0.01529374,  0.01805485,  0.01804216,  0.34469501,  0.01840816,  0.35168732
02-Jul-26,MANAPPURAM,323.1,316.65,  0.02016481,  0.02251414,  0.02250308,  0.42992076,324.15,318.5,  0.01758390,  0.02238758,  0.02236604,  0.42730269,  0.02250308,  0.42992076
02-Jul-26,MANKIND,2486.9,2490.3, -0.00136623,  0.01765662,  0.01761279,  0.33649197,2499.7,2504.8, -0.00203817,  0.01740109,  0.01735819,  0.33162776,  0.01761279,  0.33649197
02-Jul-26,MARICO,856,851,  0.00585825,  0.01241858,  0.01239437,  0.23679417,860.8,856.25,  0.00529980,  0.01212521,  0.01210063,  0.23118228,  0.01239437,  0.23679417
02-Jul-26,MARUTI,14348,14397, -0.00340929,  0.01537331,  0.01533677,  0.29300852,14405,14433, -0.00194188,  0.01524449,  0.01520680,  0.29052559,  0.01533677,  0.29300852
02-Jul-26,MAXHEALTH,1127.4,1139.9, -0.01102644,  0.01903241,  0.01900070,  0.36300795,1128.6,1138.2, -0.00847014,  0.01877856,  0.01874101,  0.35804655,  0.01900070,  0.36300795
02-Jul-26,MAZDOCK,2554.9,2535.7,  0.00754335,  0.02685127,  0.02678936,  0.51180992,2570.1,2545.8,  0.00949987,  0.02737487,  0.02731454,  0.52184364,  0.02731454,  0.52184364
02-Jul-26,MCX,2923.2,2962, -0.01318581,  0.02535648,  0.02531017,  0.48355007,2911.5,2954.6, -0.01469487,  0.02520184,  0.02516017,  0.48068433,  0.02531017,  0.48355007
02-Jul-26,MFSL,1618.3,1608.9,  0.00582550,  0.01709282,  0.01705488,  0.32583300,1622,1616.1,  0.00364412,  0.01700037,  0.01695970,  0.32401457,  0.01705488,  0.32583300
02-Jul-26,MIDCPNIFTY,14573.3,14536.1,  0.00255588,  0.01221592,  0.01218674,  0.23282725,14651,14605.3,  0.00312412,  0.01270586,  0.01267602,  0.24217511,  0.01267602,  0.24217511
02-Jul-26,MOTHERSON,147.59,147.51,  0.00054219,  0.02270774,  0.02265090,  0.43274484,148.25,148.1,  0.00101232,  0.02278861,  0.02273166,  0.43428782,  0.02273166,  0.43428782
02-Jul-26,MOTILALOFS,956.9,955.95,  0.00099328,  0.02738364,  0.02731512,  0.52185458,962.5,961,  0.00155966,  0.02752901,  0.02746039,  0.52462998,  0.02746039,  0.52462998
02-Jul-26,MPHASIS,2245.4,2126.8,  0.05426518,  0.01898899,  0.01932616,  0.36922586,2259.1,2132,  0.05790600,  0.01919086,  0.01957585,  0.37399617,  0.01957585,  0.37399617
02-Jul-26,MUTHOOTFIN,2952.7,2914.9,  0.01288449,  0.02299452,  0.02295509,  0.43855644,2968.3,2934.3,  0.01152047,  0.02313899,  0.02309538,  0.44123661,  0.02309538,  0.44123661
02-Jul-26,NAM-INDIA,1213.2,1196.4,  0.01394445,  0.02567207,  0.02562688,  0.48960084,1219.5,1195.3,  0.02004374,  0.02549990,  0.02547543,  0.48670742,  0.02562688,  0.48960084
02-Jul-26,NATIONALUM,332.25,334.65, -0.00719751,  0.02714169,  0.02707851,  0.51733420,334.35,336.45, -0.00626120,  0.02661030,  0.02654742,  0.50718773,  0.02707851,  0.51733420
02-Jul-26,NAUKRI,1026.15,993.55,  0.03228483,  0.01859256,  0.01868591,  0.35699377,1028.6,996.5,  0.03170479,  0.01892170,  0.01900699,  0.36312811,  0.01900699,  0.36312811
02-Jul-26,NBCC,103.06,104.44, -0.01330140,  0.02559119,  0.02554447,  0.48802647,103.35,105.13, -0.01707639,  0.02609244,  0.02605521,  0.49778407,  0.02605521,  0.49778407
02-Jul-26,NESTLEIND,1446.2,1453.8, -0.00524139,  0.01298989,  0.01296278,  0.24765356,1445.2,1448.8, -0.00248791,  0.01294012,  0.01290905,  0.24662715,  0.01296278,  0.24765356
02-Jul-26,NHPC,80.59,79.57,  0.01273743,  0.01835842,  0.01833456,  0.35028126,79.39,78.77,  0.00784020,  0.01833603,  0.01829853,  0.34959297,  0.01833456,  0.35028126
02-Jul-26,NIFTY,24175.7,24005.85,  0.00705045,  0.00889743,  0.00888891,  0.16982241,24265,24092.6,  0.00713024,  0.00897584,  0.00896780,  0.17132949,  0.00896780,  0.17132949
02-Jul-26,NIFTYNXT50,72418.55,72100.65,  0.00439942,  0.01185914,  0.01183358,  0.22608020,72614.8,72331.2,  0.00391319,  0.01169148,  0.01166547,  0.22286843,  0.01183358,  0.22608020
02-Jul-26,NMDC,85.57,84.32,  0.01471567,  0.01991159,  0.01988895,  0.37997789,85.95,84.84,  0.01299860,  0.02021698,  0.02018740,  0.38567976,  0.02018740,  0.38567976
02-Jul-26,NTPC,358.25,357.9,  0.00097745,  0.01406016,  0.01402520,  0.26795113,359.3,358.8,  0.00139256,  0.01379199,  0.01375786,  0.26284347,  0.01402520,  0.26795113
02-Jul-26,NUVAMA,1819.1,1788,  0.01724420,  0.02529686,  0.02526296,  0.48264818,1800,1779,  0.01173526,  0.02599630,  0.02594455,  0.49566988,  0.02594455,  0.49566988
02-Jul-26,NYKAA,314,308.65,  0.01718504,  0.01875065,  0.01874323,  0.35808891,314.95,309.85,  0.01632559,  0.01876023,  0.01874894,  0.35819806,  0.01874894,  0.35819806
02-Jul-26,OBEROIRLTY,1864.7,1804.6,  0.03276122,  0.01860759,  0.01870495,  0.35735764,1862.2,1816,  0.02512230,  0.01875877,  0.01879591,  0.35909534,  0.01879591,  0.35909534
02-Jul-26,OFSS,10986,10863,  0.01125922,  0.02165278,  0.02161318,  0.41291927,11042,10851,  0.01744894,  0.02148395,  0.02146566,  0.41010084,  0.02161318,  0.41291927
02-Jul-26,OIL,420.2,419.8,  0.00095238,  0.02254394,  0.02248763,  0.42962552,420.45,418.65,  0.00429032,  0.02247173,  0.02241756,  0.42828694,  0.02248763,  0.42962552
02-Jul-26,ONGC,235.96,234.99,  0.00411934,  0.01684059,  0.01680110,  0.32098447,236.45,235.33,  0.00474798,  0.01653485,  0.01649684,  0.31517168,  0.01680110,  0.32098447
02-Jul-26,PAGEIND,42885,43610, -0.01676437,  0.01574935,  0.01575452,  0.30098975,43095,43445, -0.00808879,  0.01507386,  0.01504696,  0.28747179,  0.01575452,  0.30098975
02-Jul-26,PATANJALI,413.5,413.2,  0.00072578,  0.01570628,  0.01566714,  0.29932023,415.4,413.7,  0.00410084,  0.01606190,  0.01602417,  0.30614143,  0.01602417,  0.30614143
02-Jul-26,PAYTM,1213.4,1203.7,  0.00802619,  0.02688297,  0.02682161,  0.51242610,1220.4,1211.8,  0.00707182,  0.02690443,  0.02684177,  0.51281136,  0.02684177,  0.51281136
02-Jul-26,PERSISTENT,4580.6,4330.1,  0.05623936,  0.02309897,  0.02338176,  0.44670783,4591.2,4310.7,  0.06304112,  0.02322507,  0.02359182,  0.45072107,  0.02359182,  0.45072107
02-Jul-26,PETRONET,275.2,279.1, -0.01407203,  0.01957676,  0.01955310,  0.37356152,276.95,280.9, -0.01416175,  0.01950325,  0.01948027,  0.37217001,  0.01955310,  0.37356152
02-Jul-26,PFC,430.05,430.75, -0.00162639,  0.02071899,  0.02066753,  0.39485262,431.25,432.65, -0.00324112,  0.02105614,  0.02100466,  0.40129346,  0.02100466,  0.40129346
02-Jul-26,PGEL,561.1,550.8,  0.01852738,  0.03286291,  0.03280681,  0.62677313,563.15,554.15,  0.01611061,  0.03375040,  0.03368519,  0.64355473,  0.03368519,  0.64355473
02-Jul-26,PHOENIXLTD,2012.5,2018.5, -0.00297693,  0.02013194,  0.02008277,  0.38368086,2020,2024.2, -0.00207705,  0.01998764,  0.01993826,  0.38091983,  0.02008277,  0.38368086
02-Jul-26,PIDILITIND,1605.4,1581.9,  0.01474629,  0.01335762,  0.01336507,  0.25533932,1604.1,1580.3,  0.01494815,  0.01339834,  0.01340670,  0.25613467,  0.01340670,  0.25613467
02-Jul-26,PIIND,2608.5,2575,  0.01292581,  0.01791146,  0.01788998,  0.34178753,2619.3,2585.2,  0.01310423,  0.01816496,  0.01814328,  0.34662695,  0.01814328,  0.34662695
02-Jul-26,PNB,106.91,107.54, -0.00587551,  0.01884864,  0.01880602,  0.35928844,107.52,107.96, -0.00408391,  0.01904321,  0.01899764,  0.36294934,  0.01899764,  0.36294934
02-Jul-26,PNBHOUSING,1054.8,1051.8,  0.00284819,  0.02356302,  0.02350499,  0.44906217,1062.6,1058.4,  0.00396040,  0.02370852,  0.02365075,  0.45184694,  0.02365075,  0.45184694
02-Jul-26,POLICYBZR,1682,1684.2, -0.00130711,  0.02292362,  0.02286637,  0.43686148,1688.8,1693.7, -0.00289727,  0.02292995,  0.02287341,  0.43699596,  0.02287341,  0.43699596
02-Jul-26,POLYCAB,9635,9713.5, -0.00811437,  0.02101196,  0.02096716,  0.40057699,9593,9686.5, -0.00969950,  0.02077218,  0.02073145,  0.39607379,  0.02096716,  0.40057699
02-Jul-26,POWERGRID,288.2,287.55,  0.00225793,  0.01447730,  0.01444187,  0.27591149,288.7,287.95,  0.00260123,  0.01405871,  0.01402482,  0.26794381,  0.01444187,  0.27591149
02-Jul-26,POWERINDIA,33775,34250, -0.01396568,  0.02939293,  0.02933591,  0.56046174,33880,34475, -0.01740955,  0.02914376,  0.02909688,  0.55589519,  0.02933591,  0.56046174
02-Jul-26,PREMIERENE,1050.1,1051.6, -0.00142742,  0.02326289,  0.02320484,  0.44332776,1053.6,1056.3, -0.00255936,  0.02360917,  0.02355071,  0.44993563,  0.02355071,  0.44993563
02-Jul-26,PRESTIGE,1674.1,1625.3,  0.02958329,  0.02311031,  0.02314725,  0.44222768,1674.8,1630.4,  0.02686837,  0.02321326,  0.02323306,  0.44386706,  0.02323306,  0.44386706
02-Jul-26,RADICO,3972.4,3952.4,  0.00504746,  0.02126179,  0.02121148,  0.40524485,3988.6,3963.8,  0.00623713,  0.02127718,  0.02122854,  0.40557069,  0.02122854,  0.40557069
02-Jul-26,RBLBANK,355.5,361.8, -0.01756632,  0.02207711,  0.02205688,  0.42139607,357.75,364.1, -0.01759414,  0.02188266,  0.02186329,  0.41769760,  0.02205688,  0.42139607
02-Jul-26,RECLTD,369.6,370.1, -0.00135190,  0.02105643,  0.02100386,  0.40127825,369.65,371.4, -0.00472304,  0.02128586,  0.02123526,  0.40569899,  0.02123526,  0.40569899
02-Jul-26,RELIANCE,1303.6,1308, -0.00336959,  0.01370861,  0.01367652,  0.26128949,1309.5,1312.7, -0.00244070,  0.01349298,  0.01346029,  0.25715853,  0.01367652,  0.26128949
02-Jul-26,RVNL,236.86,237.61, -0.00316142,  0.02632417,  0.02625919,  0.50168116,238.05,238.75, -0.00293624,  0.02851396,  0.02844342,  0.54341068,  0.02844342,  0.54341068
02-Jul-26,SAIL,168.09,168.27, -0.00107028,  0.02390187,  0.02384217,  0.45550408,169.24,169.13,  0.00065018,  0.02360245,  0.02354351,  0.44979807,  0.02384217,  0.45550408
02-Jul-26,SBICARD,604.55,596.15,  0.01399207,  0.01678772,  0.01677497,  0.32048542,606.15,597.15,  0.01495914,  0.01657692,  0.01656910,  0.31655213,  0.01677497,  0.32048542
02-Jul-26,SBILIFE,1784.4,1790.9, -0.00363606,  0.01364309,  0.01361123,  0.26004209,1795.3,1800.9, -0.00311440,  0.01343505,  0.01340321,  0.25606794,  0.01361123,  0.26004209
02-Jul-26,SBIN,1051.6,1047.4,  0.00400191,  0.01548639,  0.01545027,  0.29517705,1054.5,1050.9,  0.00341978,  0.01557183,  0.01553467,  0.29678952,  0.01553467,  0.29678952
02-Jul-26,SENSEX,77502.12,76922.64,  0.00750505,  0.00902547,  0.00901855,  0.17229925,77906.2,77400.05,  0.00651811,  0.00890832,  0.00889807,  0.16999737,  0.00901855,  0.17229925
02-Jul-26,SENSEX50,25314,25126.03,  0.00745324,  0.00889521,  0.00888832,  0.16981103,25432.75,25248.7,  0.00726304,  0.00890517,  0.00889760,  0.16998838,  0.00889760,  0.16998838
02-Jul-26,SHREECEM,26220,25920,  0.01150761,  0.01430587,  0.01429331,  0.27307338,26310,25915,  0.01512714,  0.01480261,  0.01480434,  0.28283656,  0.01480434,  0.28283656
02-Jul-26,SHRIRAMFIN,1066.7,1048.1,  0.01759077,  0.02315295,  0.02312849,  0.44186911,1063.9,1045.5,  0.01744616,  0.02287648,  0.02285247,  0.43659575,  0.02312849,  0.44186911
02-Jul-26,SIEMENS,3580.4,3560.7,  0.00551737,  0.02126734,  0.02121770,  0.40536355,3579.6,3557.7,  0.00613679,  0.02158675,  0.02153714,  0.41146646,  0.02153714,  0.41146646
02-Jul-26,SOLARINDS,18658,18610,  0.00257594,  0.02163963,  0.02158615,  0.41240280,18721,18702,  0.00101542,  0.02170913,  0.02165499,  0.41371805,  0.02165499,  0.41371805
02-Jul-26,SONACOMS,662.3,619.4,  0.06696736,  0.02044974,  0.02094092,  0.40007574,666,622.7,  0.06722481,  0.02081573,  0.02130069,  0.40694912,  0.02130069,  0.40694912
02-Jul-26,SRF,2799.4,2739.9,  0.02148369,  0.01875057,  0.01876512,  0.35850717,2808.1,2743.9,  0.02312783,  0.01844953,  0.01847600,  0.35298346,  0.01876512,  0.35850717
02-Jul-26,SUNPHARMA,1871.1,1866.2,  0.00262222,  0.01278197,  0.01275137,  0.24361461,1875.2,1871.6,  0.00192164,  0.01255384,  0.01252320,  0.23925534,  0.01275137,  0.24361461
02-Jul-26,SUPREMEIND,3275.5,3221.2,  0.01671657,  0.01944161,  0.01942903,  0.37119115,3285.4,3239.2,  0.01416202,  0.01931934,  0.01929706,  0.36866986,  0.01942903,  0.37119115
02-Jul-26,SUZLON,57.67,58.35, -0.01172225,  0.02402047,  0.02397461,  0.45803437,57.89,58.64, -0.01287240,  0.02415038,  0.02410710,  0.46056551,  0.02410710,  0.46056551
02-Jul-26,SWIGGY,249,246.98,  0.00814553,  0.02382783,  0.02377526,  0.45422567,250.58,248.13,  0.00982543,  0.02367657,  0.02362752,  0.45140317,  0.02377526,  0.45422567
02-Jul-26,SX40,45154.33,44865.52,  0.00641661,  0.00925598,  0.00924378,  0.17660222,45351,45069.45,  0.00622759,  0.00930416,  0.00929145,  0.17751293,  0.00929145,  0.17751293
02-Jul-26,TATACONSUM,1107.2,1090.9,  0.01483126,  0.01517909,  0.01517721,  0.28996027,1111.4,1095.4,  0.01450089,  0.01490791,  0.01490604,  0.28477956,  0.01517721,  0.28996027
02-Jul-26,TATAELXSI,3671.2,3587.8,  0.02297938,  0.02028240,  0.02029688,  0.38777136,3635.4,3536.7,  0.02752506,  0.02094255,  0.02098059,  0.40083363,  0.02098059,  0.40083363
02-Jul-26,TATAPOWER,376.4,375.45,  0.00252710,  0.01572843,  0.01568997,  0.29975638,378.75,377.6,  0.00304092,  0.01610955,  0.01607074,  0.30703103,  0.01607074,  0.30703103
02-Jul-26,TATASTEEL,187.65,185.17,  0.01330420,  0.01787233,  0.01785239,  0.34106948,188.1,185.87,  0.01192623,  0.01795979,  0.01793456,  0.34263928,  0.01793456,  0.34263928
02-Jul-26,TCS,2068,1982.6,  0.04217284,  0.01654087,  0.01676677,  0.32032879,2066.7,1980.1,  0.04280578,  0.01624267,  0.01648219,  0.31489179,  0.01676677,  0.32032879
02-Jul-26,TECHM,1421.3,1362.2,  0.04247091,  0.01783828,  0.01804516,  0.34475235,1414.6,1353.8,  0.04393135,  0.01763925,  0.01786712,  0.34135092,  0.01804516,  0.34475235
02-Jul-26,TIINDIA,3090.7,3097.1, -0.00206859,  0.02277931,  0.02272283,  0.43411901,3099.4,3114.3, -0.00479586,  0.02315802,  0.02310246,  0.44137183,  0.02310246,  0.44137183
02-Jul-26,TITAN,4481.2,4398.5,  0.01862729,  0.01547078,  0.01548832,  0.29590398,4491.6,4410.5,  0.01822092,  0.01539677,  0.01541216,  0.29444892,  0.01548832,  0.29590398
02-Jul-26,TMPV,345.95,347.8, -0.00533335,  0.02061453,  0.02056641,  0.39292081,348.1,349.9, -0.00515760,  0.02103327,  0.02098383,  0.40089546,  0.02098383,  0.40089546
02-Jul-26,TORNTPHARM,4661.4,4640.8,  0.00442907,  0.01360223,  0.01357177,  0.25928833,4690.4,4660.9,  0.00630930,  0.01311823,  0.01309307,  0.25014283,  0.01357177,  0.25928833
02-Jul-26,TRENT,3317.8,3290.3,  0.00832317,  0.02260224,  0.02255332,  0.43088050,3317.8,3280.9,  0.01118414,  0.02277657,  0.02273327,  0.43431852,  0.02273327,  0.43431852
02-Jul-26,TVSMOTOR,3626.8,3494,  0.03730351,  0.01768528,  0.01783715,  0.34077827,3638.9,3510.2,  0.03600842,  0.01737445,  0.01751695,  0.33466094,  0.01783715,  0.34077827
02-Jul-26,ULTRACEMCO,11536,11456,  0.00695897,  0.01513898,  0.01510914,  0.28865976,11601,11510,  0.00787508,  0.01481540,  0.01478893,  0.28254220,  0.01510914,  0.28865976
02-Jul-26,UNIONBANK,174.35,174.88, -0.00303525,  0.02215252,  0.02209802,  0.42218205,174.72,175.38, -0.00377036,  0.02217272,  0.02211884,  0.42257978,  0.02211884,  0.42257978
02-Jul-26,UNITDSPR,1373.4,1352.3,  0.01548257,  0.01572031,  0.01571919,  0.30031468,1369.8,1349.1,  0.01522704,  0.01564647,  0.01564434,  0.29888463,  0.01571919,  0.30031468
02-Jul-26,UNOMINDA,1121,1088.1,  0.02978809,  0.02222763,  0.02227187,  0.42550353,1125.4,1091.5,  0.03058563,  0.02222078,  0.02227035,  0.42547449,  0.02227187,  0.42550353
02-Jul-26,UPL,588.75,565.05,  0.04108742,  0.02070999,  0.02086136,  0.39855574,585.4,562.35,  0.04017094,  0.02100616,  0.02114526,  0.40397972,  0.02114526,  0.40397972
02-Jul-26,VBL,510.65,515.7, -0.00984078,  0.01949424,  0.01945801,  0.37174471,512.4,518.55, -0.01193089,  0.01932802,  0.01929803,  0.36868830,  0.01945801,  0.37174471
02-Jul-26,VEDL,276.1,275.55,  0.00199402,  0.02374936,  0.02369029,  0.45260231,276.9,275.55,  0.00488733,  0.02378862,  0.02373162,  0.45339202,  0.02373162,  0.45339202
02-Jul-26,VMM,121.45,116.76,  0.03938211,  0.01886154,  0.01901936,  0.36336431,122.11,117.54,  0.03814358,  0.01904192,  0.01918467,  0.36652268,  0.01918467,  0.36652268
02-Jul-26,VOLTAS,1290.6,1281.1,  0.00738814,  0.02068183,  0.02063672,  0.39426399,1298.6,1286.8,  0.00912824,  0.02067464,  0.02063297,  0.39419233,  0.02063672,  0.39426399
02-Jul-26,WAAREEENER,2879.6,2877.7,  0.00066003,  0.02624224,  0.02617650,  0.50010125,2888.6,2870.7,  0.00621605,  0.02648149,  0.02641887,  0.50473186,  0.02641887,  0.50473186
02-Jul-26,WIPRO,174,170.13,  0.02249245,  0.01707474,  0.01710619,  0.32681334,171.07,168,  0.01810885,  0.01662983,  0.01663751,  0.31785928,  0.01710619,  0.32681334
02-Jul-26,YESBANK,24.25,24.58, -0.01351649,  0.02029220,  0.02026387,  0.38714079,24.4,24.72, -0.01302950,  0.02040524,  0.02037491,  0.38926212,  0.02037491,  0.38926212
02-Jul-26,ZYDUSLIFE,1099.8,1109.2, -0.00851069,  0.01493740,  0.01491229,  0.28489897,1105,1114.6, -0.00865026,  0.01504041,  0.01501510,  0.28686299,  0.01501510,  0.28686299
