Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,02072026,1980061622,0003156
Trade Date <02-JUL-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1100,GATEWAY,EQ,1258091,753142,59.86
20,1101,GAYAHWS,EQ,359236,292677,81.47
20,1102,GCHOTELS,ST,14400,11400,79.17
20,1103,GCSL,EQ,1779739,847354,47.61
20,1104,GEECEE,EQ,2870,1214,42.30
20,1105,GEEKAYWIRE,EQ,140755,102338,72.71
20,1106,GEMAROMA,EQ,95049,55138,58.01
20,1107,GENCON,EQ,344673,84591,24.54
20,1108,GENESYS,EQ,559549,204198,36.49
20,1109,GENUSPAPER,EQ,59564,48043,80.66
20,1110,GENUSPOWER,EQ,4065958,1833895,45.10
20,1111,GENXAI,SM,67200,44400,66.07
20,1112,GEOJITFSL,EQ,183156,109099,59.57
20,1113,GESHIP,EQ,512869,234779,45.78
20,1114,GFLLIMITED,EQ,21019,12032,57.24
20,1115,GGBL,SM,31200,23100,74.04
20,1116,GHCL,EQ,64439,34322,53.26
20,1117,GHCLTEXTIL,EQ,1408179,726571,51.60
20,1118,GICHSGFIN,EQ,143441,75044,52.32
20,1119,GICL,EQ,159685,133628,83.68
20,1120,GICRE,EQ,561105,270193,48.15
20,1121,GILLANDERS,EQ,10942,9943,90.87
20,1122,GILLETTE,EQ,15107,10744,71.12
20,1123,GILT10BETA,EQ,2114,2108,99.72
20,1124,GILT5BETA,EQ,174,167,95.98
20,1125,GILT5YBEES,EQ,310322,169480,54.61
20,1126,GINNIFILA,EQ,353290,158964,45.00
20,1127,GIPCL,EQ,253363,157642,62.22
20,1128,GIRIRAJ,SM,4500,1500,33.33
20,1129,GJL,ST,4800,4000,83.33
20,1130,GKENERGY,EQ,788134,256250,32.51
20,1131,GKSL,EQ,93000,63543,68.33
20,1132,GKWLIMITED,EQ,702,318,45.30
20,1133,GLAND,EQ,459425,334556,72.82
20,1134,GLAXO,EQ,63088,31465,49.87
20,1135,GLENMARK,EQ,526651,219115,41.61
20,1136,GLOBAL,EQ,42802,26713,62.41
20,1137,GLOBALPET,ST,12000,12000,100.00
20,1138,GLOBALVECT,EQ,4168,2761,66.24
20,1139,GLOBE,EQ,163757,133183,81.33
20,1140,GLOBUSSPR,EQ,66793,36494,54.64
20,1141,GLOSTERLTD,EQ,18266,11593,63.47
20,1142,GMBREW,EQ,69939,36537,52.24
20,1143,GMDCLTD,EQ,1630450,429726,26.36
20,1144,GML,SM,4000,2000,50.00
20,1145,GMMPFAUDLR,EQ,100209,59341,59.22
20,1146,GMRAIRPORT,EQ,22065247,14157693,64.16
20,1147,GMRP&UI,EQ,729974,359147,49.20
20,1148,GNA,EQ,686090,283250,41.28
20,1149,GNFC,EQ,319466,175009,54.78
20,1150,GNRL,EQ,225635,98239,43.54
20,1151,GOACARBON,EQ,5488,2871,52.31
20,1152,GOCLCORP,EQ,76188,37748,49.55
20,1153,GOCOLORS,EQ,971104,225941,23.27
20,1154,GODAVARIB,EQ,130944,81785,62.46
20,1155,GODFRYPHLP,EQ,148772,48600,32.67
20,1156,GODIGIT,EQ,254746,117774,46.23
20,1157,GODREJAGRO,EQ,91576,46039,50.27
20,1158,GODREJCP,EQ,1748748,841135,48.10
20,1159,GODREJIND,EQ,185256,76085,41.07
20,1160,GODREJPROP,EQ,572960,262904,45.89
20,1161,GOKEX,EQ,311061,133558,42.94
20,1162,GOKUL,EQ,136390,26222,19.23
20,1163,GOKULAGRO,EQ,335215,149304,44.54
20,1164,GOLD1,EQ,1369208,647282,47.27
20,1165,GOLD360,EQ,27529,15823,57.48
20,1166,GOLDADD,EQ,249270,166444,66.77
20,1167,GOLDBEES,EQ,19578444,10446559,53.36
20,1168,GOLDBETA,EQ,709978,427385,60.20
20,1169,GOLDBND,EQ,4267,1438,33.70
20,1170,GOLDCASE,EQ,7020652,3146555,44.82
20,1171,GOLDETF,EQ,1504400,499814,33.22
20,1172,GOLDIAM,EQ,835688,328584,39.32
20,1173,GOLDIETF,EQ,5061084,2680717,52.97
20,1174,GOLDSTAR,SM,22500,11250,50.00
20,1175,GOODLUCK,EQ,132243,76498,57.85
20,1176,GOODYEAR,EQ,90116,29059,32.25
20,1177,GOPAL,EQ,119789,40585,33.88
20,1178,GOYALALUM,EQ,49439,37101,75.04
20,1179,GOYALSALT,SM,600,600,100.00
20,1180,GPECO,ST,18000,17000,94.44
20,1181,GPIL,EQ,1189640,505696,42.51
20,1182,GPPL,EQ,848094,474283,55.92
20,1183,GPTHEALTH,EQ,333973,173397,51.92
20,1184,GPTINFRA,EQ,167040,87457,52.36
20,1185,GRADIENTE,EQ,694765,649010,93.41
20,1186,GRANDOAK,EQ,22778,12073,53.00
20,1187,GRANULES,EQ,1310179,710343,54.22
20,1188,GRAPHISAD,SM,8400,6000,71.43
20,1189,GRAPHITE,EQ,574278,210982,36.74
20,1190,GRASIM,EQ,449711,303411,67.47
20,1191,GRAUWEIL,EQ,1626310,555845,34.18
20,1192,GRAVISSHO,EQ,486,447,91.98
20,1193,GRAVITA,EQ,212486,112616,53.00
20,1194,GRCL,ST,500,500,100.00
20,1195,GREAVESCOT,EQ,9114707,3118583,34.21
20,1196,GREENCHEF,SM,800,800,100.00
20,1197,GREENLAM,EQ,86529,52129,60.24
20,1198,GREENLEAF,ST,34000,33000,97.06
20,1199,GREENPANEL,EQ,144236,78370,54.33
20,1200,GREENPLY,EQ,111725,56764,50.81
20,1201,GREENPOWER,EQ,2352309,1151342,48.95
20,1202,GRETEX,ST,23250,23250,100.00
20,1203,GRINDWELL,EQ,84205,60842,72.25
20,1204,GRINFRA,EQ,25005,14107,56.42
20,1205,GRMOVER,EQ,1250805,651129,52.06
20,1206,GROBTEA,EQ,67,47,70.15
20,1207,GROWW,EQ,17200952,9917168,57.65
20,1208,GROWWCAPM,EQ,2489355,2119906,85.16
20,1209,GROWWCHEM,EQ,36983,28074,75.91
20,1210,GROWWDEFNC,EQ,202799,112229,55.34
20,1211,GROWWEV,EQ,3565565,3408161,95.59
20,1212,GROWWGOLD,EQ,1827658,997101,54.56
20,1213,GROWWHOSPI,EQ,851028,557431,65.50
20,1214,GROWWLIQID,EQ,129198,92572,71.65
20,1215,GROWWLOVOL,EQ,46849,37842,80.77
20,1216,GROWWMC150,EQ,169,132,78.11
20,1217,GROWWMETAL,EQ,642552,336872,52.43
20,1218,GROWWMOM50,EQ,91390,56792,62.14
20,1219,GROWWN200,EQ,46496,41943,90.21
20,1220,GROWWNET,EQ,343227,281355,81.97
20,1221,GROWWNIFTY,EQ,701135,436527,62.26
20,1222,GROWWNXT50,EQ,4077,2380,58.38
20,1223,GROWWPOWER,EQ,2269258,1557005,68.61
20,1224,GROWWPSE,EQ,5021,4745,94.50
20,1225,GROWWPSUBK,EQ,5443,1447,26.58
20,1226,GROWWRAIL,EQ,168776,122711,72.71
20,1227,GROWWRLTY,EQ,461714,308256,66.76
20,1228,GROWWSC250,EQ,245687,213113,86.74
20,1229,GROWWSLVR,EQ,1520028,498560,32.80
20,1230,GRPLTD,EQ,901,590,65.48
20,1231,GRSE,EQ,485732,186089,38.31
20,1232,GRWRHITECH,EQ,64921,27847,42.89
20,1233,GSEC10IETF,EQ,32,27,84.38
20,1234,GSEC10YEAR,EQ,1522,1512,99.34
20,1235,GSEC5IETF,EQ,6095,3628,59.52
20,1236,GSFC,EQ,669790,336189,50.19
20,1237,GSLSU,EQ,34557,18985,54.94
20,1238,GSMFOILS,SM,52500,36000,68.57
20,1239,GSPCROP,EQ,119028,7045,5.92
20,1240,GSTL,ST,9000,9000,100.00
20,1241,GTL,EQ,205509,148378,72.20
20,1242,GTLINFRA,EQ,31606339,18104908,57.28
20,1243,GTPL,EQ,47238,20451,43.29
20,1244,GUFICBIO,EQ,242058,112382,46.43
20,1245,GUJALKALI,EQ,24118,11558,47.92
20,1246,GUJAPOLLO,EQ,11501,7284,63.33
20,1247,GUJRAFFIA,EQ,8058,6022,74.73
20,1248,GUJTHEM,EQ,73490,37100,50.48
20,1249,GULFOILLUB,EQ,44440,21745,48.93
20,1250,GULPOLY,EQ,109271,48702,44.57
20,1251,GURUNANAK,ST,40000,40000,100.00
20,1252,GVPIL,EQ,254626,147344,57.87
20,1253,GVPTECH,EQ,77961,54987,70.53
20,1254,GVT&D,EQ,1030337,532656,51.70
20,1255,HAL,EQ,282618,123797,43.80
20,1256,HALDER,EQ,25370,4529,17.85
20,1257,HALEOSLABS,EQ,3187,1778,55.79
20,1258,HAPPSTMNDS,EQ,2765132,869595,31.45
20,1259,HAPPYFORGE,EQ,78184,43843,56.08
20,1260,HARDWYN,EQ,3295490,1023638,31.06
20,1261,HARIOMPIPE,EQ,106698,43244,40.53
20,1262,HARRMALAYA,EQ,36138,21530,59.58
20,1263,HARSHA,EQ,397241,300714,75.70
20,1264,HATHWAY,EQ,1547653,661029,42.71
20,1265,HATSUN,EQ,40713,25251,62.02
20,1266,HAVELLS,EQ,612723,391658,63.92
20,1267,HAVISHA,EQ,30047,24404,81.22
20,1268,HAWKINCOOK,EQ,4099,2648,64.60
20,1269,HBESD,EQ,11,11,100.00
20,1270,HBLENGINE,EQ,1210454,517437,42.75
20,1271,HCC,EQ,20258836,6429508,31.74
20,1272,HCG,EQ,212756,119210,56.03
20,1273,HCL-INSYS,EQ,116624,87830,75.31
20,1274,HCLTECH,EQ,3726609,1488716,39.95
20,1275,HDBFS,EQ,256895,147789,57.53
20,1276,HDFCAMC,EQ,395005,200951,50.87
20,1277,HDFCBANK,EQ,34143823,20198744,59.16
20,1278,HDFCBSE500,EQ,398730,339574,85.16
20,1279,HDFCGOLD,EQ,3223842,1804758,55.98
20,1280,HDFCGROWTH,EQ,6587,4126,62.64
20,1281,HDFCLIFE,EQ,1161547,600052,51.66
20,1282,HDFCLIQUID,EQ,43886,26455,60.28
20,1283,HDFCLOWVOL,EQ,6542,6114,93.46
20,1284,HDFCMID150,EQ,371304,189030,50.91
20,1285,HDFCMOMENT,EQ,60363,40157,66.53
20,1286,HDFCNEXT50,EQ,315687,261247,82.76
20,1287,HDFCNIF100,EQ,218868,202969,92.74
20,1288,HDFCNIFBAN,EQ,853562,770930,90.32
20,1289,HDFCNIFIT,EQ,275854,152213,55.18
20,1290,HDFCNIFTY,EQ,147329,95310,64.69
20,1291,HDFCPSUBK,EQ,477894,398815,83.45
20,1292,HDFCPVTBAN,EQ,969062,773241,79.79
20,1293,HDFCQUAL,EQ,4534,3097,68.31
20,1294,HDFCSENSEX,EQ,41312,35105,84.98
20,1295,HDFCSILVER,EQ,2859184,1197721,41.89
20,1296,HDFCSML250,EQ,2327363,1614069,69.35
20,1297,HDFCVALUE,EQ,2291,2006,87.56
20,1298,HEADSUP,EQ,11657,11376,97.59
20,1299,HEALTHADD,EQ,17702,9560,54.01
20,1300,HEALTHCARE,EQ,32352,22550,69.70
20,1301,HEALTHIETF,EQ,69018,39524,57.27
20,1302,HEALTHX,EQ,6214,5383,86.63
20,1303,HEALTHY,EQ,213685,140751,65.87
20,1304,HECPROJECT,EQ,64164,31514,49.11
20,1305,HEG,EQ,1364460,682426,50.01
20,1306,HEIDELBERG,EQ,46988,30729,65.40
20,1307,HEMIPROP,EQ,509545,273688,53.71
20,1308,HERANBA,EQ,28119,13616,48.42
20,1309,HERITGFOOD,EQ,249234,134625,54.02
20,1310,HEROMOTOCO,EQ,775927,431364,55.59
20,1311,HESTERBIO,EQ,2104,1155,54.90
20,1312,HEXAGON,EQ,11354569,3353295,29.53
20,1313,HEXATRADEX,EQ,2488,2179,87.58
20,1314,HEXT,EQ,1253728,569422,45.42
20,1315,HFCL,EQ,29245008,13030023,44.55
20,1316,HGINFRA,EQ,62031,36386,58.66
20,1317,HGM,EQ,8357,6407,76.67
20,1318,HGS,EQ,11146,6306,56.58
20,1319,HIGREEN,SM,24000,19200,80.00
20,1320,HIKAL,EQ,259786,127060,48.91
20,1321,HIMATSEIDE,EQ,609335,293028,48.09
20,1322,HINDALCO,EQ,3505234,1664492,47.49
20,1323,HINDCOMPOS,EQ,55583,23174,41.69
20,1324,HINDCOPPER,EQ,2039718,777606,38.12
20,1325,HINDOILEXP,EQ,374840,185533,49.50
20,1326,HINDPETRO,EQ,5739322,2459734,42.86
20,1327,HINDUNILVR,EQ,2585362,1522477,58.89
20,1328,HINDWAREAP,EQ,110085,63746,57.91
20,1329,HINDZINC,EQ,2287077,889955,38.91
20,1330,HIRECT,EQ,79522,25571,32.16
20,1331,HISARMETAL,EQ,1109,1087,98.02
20,1332,HITECH,EQ,688004,417305,60.65
20,1333,HLEGLAS,EQ,245202,78255,31.91
20,1334,HLVLTD,EQ,143153,111198,77.68
20,1335,HMAAGRO,EQ,344626,179307,52.03
20,1336,HMVL,EQ,128033,100775,78.71
20,1337,HNDFDS,EQ,49086,28736,58.54
20,1338,HNGSNGBEES,EQ,85154,52255,61.37
20,1339,HOACFOODS,ST,1125,1125,100.00
20,1340,HOLMARC,SM,2250,2250,100.00
20,1341,HOMEFIRST,EQ,243600,121607,49.92
20,1342,HONASA,EQ,954691,477309,50.00
20,1343,HONAUT,EQ,3825,2380,62.22
20,1344,HONDAPOWER,EQ,5644,2721,48.21
20,1345,HPAL,EQ,23847,16886,70.81
20,1346,HPIL,EQ,298,298,100.00
20,1347,HPL,EQ,101363,47839,47.20
20,1348,HRHNEXT,SM,16500,12000,72.73
20,1349,HSBCGOLD,EQ,866,517,59.70
20,1350,HSCL,EQ,8235138,2164902,26.29
20,1351,HTMEDIA,EQ,54372,37009,68.07
20,1352,HUBTOWN,EQ,346685,194776,56.18
20,1353,HUDCO,EQ,2960381,1197186,40.44
20,1354,HUHTAMAKI,EQ,224161,117490,52.41
20,1355,HVAX,SM,3450,2550,73.91
20,1356,HYUNDAI,EQ,355092,134511,37.88
20,1357,IBLFL,SM,4000,4000,100.00
20,1358,ICDSLTD,EQ,181,126,69.61
20,1359,ICEMAKE,EQ,15985,8411,52.62
20,1360,ICICIAMC,EQ,78817,40186,50.99
20,1361,ICICIB22,EQ,477296,410838,86.08
20,1362,ICICIBANK,EQ,15779429,9746817,61.77
20,1363,ICICIGI,EQ,363624,234987,64.62
20,1364,ICICIPRULI,EQ,402343,207717,51.63
20,1365,ICIL,EQ,388062,222452,57.32
20,1366,ICRA,EQ,31044,20606,66.38
20,1367,IDBI,EQ,21813023,5785886,26.52
20,1368,IDEA,EQ,289031803,74918898,25.92
20,1369,IDEALTECHO,SM,500,500,100.00
20,1370,IDFCFIRSTB,EQ,24581312,16176624,65.81
20,1371,IDFNIFTYET,EQ,2210,2117,95.79
20,1372,IEML,SM,17500,13000,74.29
20,1373,IEX,EQ,2757544,1348892,48.92
20,1374,IF3GPD,MF,2,1,50.00
20,1375,IFBIND,EQ,39236,21170,53.96
20,1376,IFCI,EQ,38541368,6273718,16.28
20,1377,IFGLEXPOR,EQ,2298089,213965,9.31
20,1378,IGARASHI,EQ,137415,60622,44.12
20,1379,IGCL,EQ,299741,180345,60.17
20,1380,IGIL,EQ,771872,345915,44.82
20,1381,IGL,EQ,3055839,1705683,55.82
20,1382,IGPL,EQ,14160,8532,60.25
20,1383,IIFL,EQ,1964134,816351,41.56
20,1384,IIFL060326,YA,43,43,100.00
20,1385,IIFL06326,YC,28,28,100.00
20,1386,IIFL210425,NW,33,33,100.00
20,1387,IIFLCAPS,EQ,253348,158106,62.41
20,1388,IIFLZC26,NN,10,10,100.00
20,1389,IIFLZC28B,Y1,502,250,49.80
20,1390,IITL,EQ,95659,9740,10.18
20,1391,IKIO,EQ,8088939,304937,3.77
20,1392,IKS,EQ,1276744,375269,29.39
20,1393,IMAGICAA,EQ,694300,326158,46.98
20,1394,IMC1,N1,491,491,100.00
20,1395,IMC1,N2,21,21,100.00
20,1396,IMC1,N3,121,121,100.00
20,1397,IMFA,EQ,146996,70445,47.92
20,1398,IMPAL,EQ,2889,2038,70.54
20,1399,INA,EQ,453142,264131,58.29
20,1400,INCREDIBLE,EQ,10413,7629,73.26
20,1401,INDBANK,EQ,28682,16199,56.48
20,1402,INDGN,EQ,152971,86173,56.33
20,1403,INDHOTEL,EQ,3062675,1970713,64.35
20,1404,INDIACEM,EQ,251700,128780,51.16
20,1405,INDIAGLYCO,EQ,383293,187260,48.86
20,1406,INDIAMART,EQ,44371,27497,61.97
20,1407,INDIANB,EQ,3361208,1255926,37.37
20,1408,INDIANCARD,EQ,504,267,52.98
20,1409,INDIANHUME,EQ,48522,28883,59.53
20,1410,INDIASHLTR,EQ,145681,71768,49.26
20,1411,INDIGO,EQ,990986,568465,57.36
20,1412,INDIGOPNTS,EQ,437403,286607,65.52
20,1413,INDIGRID,IV,778381,682705,87.71
20,1414,INDIQUBE,EQ,14773,6992,47.33
20,1415,INDNIPPON,EQ,21038,10917,51.89
20,1416,INDOBORAX,EQ,76358,47763,62.55
20,1417,INDOCO,EQ,224177,112683,50.27
20,1418,INDOFARM,EQ,107971,48577,44.99
20,1419,INDORAMA,EQ,37889,21320,56.27
20,1420,INDOSTAR,EQ,199923,92861,46.45
20,1421,INDOTHAI,EQ,2447922,627209,25.62
20,1422,INDOUS,EQ,13932,11908,85.47
20,1423,INDPRUD,EQ,93,82,88.17
20,1424,INDRAMEDCO,EQ,92181,51985,56.39
20,1425,INDSWFTLAB,EQ,526610,225367,42.80
20,1426,INDTERRAIN,EQ,22321,16879,75.62
20,1427,INDUSINDBK,EQ,1177319,581439,49.39
20,1428,INDUSINVIT,IV,761910,732018,96.08
20,1429,INDUSTOWER,EQ,3629743,2379622,65.56
20,1430,INFINIUM,SM,4000,2500,62.50
20,1431,INFLUX,SM,25800,21600,83.72
20,1432,INFOBEAN,EQ,375912,137602,36.60
20,1433,INFOLLION,SM,8400,7600,90.48
20,1434,INFOMEDIA,EQ,10456,8927,85.38
20,1435,INFRA,EQ,49479,35135,71.01
20,1436,INFRABEES,EQ,4407,2288,51.92
20,1437,INFRAIETF,EQ,135053,114480,84.77
20,1438,INFY,EQ,18741111,7999570,42.68
20,1439,INGERRAND,EQ,27716,14024,50.60
20,1440,INM,SM,12600,9600,76.19
20,1441,INNOMET,ST,12600,12600,100.00
20,1442,INNOVACAP,EQ,26136,12471,47.72
20,1443,INNOVANA,EQ,5146,3147,61.15
20,1444,INNOVISION,EQ,11903,5153,43.29
20,1445,INOXGREEN,EQ,1186129,486253,40.99
20,1446,INOXINDIA,EQ,196739,82038,41.70
20,1447,INOXWIND,EQ,5454178,2061190,37.79
20,1448,INSECTICID,EQ,18361,10387,56.57
20,1449,INTEGRITY,ST,1200,1200,100.00
20,1450,INTELLECT,EQ,554201,260248,46.96
20,1451,INTENTECH,EQ,44465,27689,62.27
20,1452,INTERARCH,EQ,43659,26317,60.28
20,1453,INTERNET,EQ,171045,151095,88.34
20,1454,INTLCONV,EQ,32650,23430,71.76
20,1455,INVENTURE,EQ,541418,268321,49.56
20,1456,INVICTA,ST,4800,4800,100.00
20,1457,INVPRECQ,EQ,22251,18841,84.67
20,1458,IOB,EQ,2123582,724303,34.11
20,1459,IOC,EQ,23991977,13637789,56.84
20,1460,IOLCP,EQ,4077000,1775144,43.54
20,1461,IONEXCHANG,EQ,449445,212489,47.28
20,1462,IPCALAB,EQ,172457,103584,60.06
20,1463,IPL,EQ,76605,33220,43.37
20,1464,IRB,EQ,11647097,4122612,35.40
20,1465,IRBINVIT,IV,3426382,3323081,96.99
20,1466,IRCON,EQ,1043838,361655,34.65
20,1467,IRCTC,EQ,777478,436035,56.08
20,1468,IREDA,EQ,3462200,1262903,36.48
20,1469,IRFC,EQ,11833722,5529901,46.73
20,1470,IRIS,EQ,17153,10629,61.97
20,1471,IRISDOREME,EQ,390940,241147,61.68
20,1472,IRMENERGY,EQ,208851,75039,35.93
20,1473,ISFT,EQ,48149,34638,71.94
20,1474,ISGEC,EQ,19972,10407,52.11
20,1475,ISHAN,SM,144000,144000,100.00
20,1476,ISHANCH,EQ,11211,5483,48.91
20,1477,IT,EQ,6415795,4874023,75.97
20,1478,ITADD,EQ,515289,393274,76.32
20,1479,ITALIANE,SM,4000,4000,100.00
20,1480,ITBEES,EQ,40290563,21418387,53.16
20,1481,ITBETA,EQ,967,670,69.29
20,1482,ITC,EQ,12722639,7684812,60.40
20,1483,ITCHOTELS,EQ,1135874,639938,56.34
20,1484,ITDC,EQ,36656,13549,36.96
20,1485,ITETF,EQ,996229,522624,52.46
20,1486,ITI,EQ,296627,119649,40.34
20,1487,ITIETF,EQ,1990301,1444035,72.55
20,1488,ITTL,ST,105,105,100.00
20,1489,IVALUE,EQ,934474,444858,47.61
20,1490,IVC,EQ,314785,200149,63.58
20,1491,IVP,EQ,14362,8682,60.45
20,1492,IVZINGOLD,EQ,38360,19693,51.34
20,1493,IVZINNIFTY,EQ,15,9,60.00
20,1494,IWARE,ST,4200,4200,100.00
20,1495,IWP,EQ,6778,4206,62.05
20,1496,IXIGO,EQ,2604853,670570,25.74
20,1497,IZMO,EQ,67174,31347,46.67
20,1498,J&KBANK,EQ,7874666,2930954,37.22
20,1499,JAGRAN,EQ,267543,163482,61.10
20,1500,JAGSNPHARM,EQ,196524,57498,29.26
20,1501,JAICORPLTD,EQ,408119,148174,36.31
20,1502,JAINIK,SM,7200,6000,83.33
20,1503,JAINREC,EQ,1244150,501305,40.29
20,1504,JAIPURKURT,EQ,4516,3611,79.96
20,1505,JAMNAAUTO,EQ,5571847,2115575,37.97
20,1506,JARO,EQ,289755,70508,24.33
20,1507,JASH,EQ,153156,76851,50.18
20,1508,JAYAGROGN,EQ,10873,7953,73.14
20,1509,JAYBARMARU,EQ,739534,353096,47.75
20,1510,JAYBEE,ST,11000,10000,90.91
20,1511,JAYESH,SM,4000,4000,100.00
20,1512,JAYKAY,EQ,75929,37709,49.66
20,1513,JAYNECOIND,EQ,5616425,2366197,42.13
20,1514,JAYSREETEA,EQ,20676,13015,62.95
20,1515,JBCHEPHARM,EQ,86681,48621,56.09
20,1516,JBMA,EQ,592236,191555,32.34
20,1517,JETFREIGHT,EQ,105826,67017,63.33
20,1518,JEYYAM,ST,86000,86000,100.00
20,1519,JFLLIFE,SM,30000,30000,100.00
20,1520,JGCHEM,EQ,31683,18568,58.61
20,1521,JHS,EQ,198241,149019,75.17
20,1522,JINDALPHOT,EQ,14968,3695,24.69
20,1523,JINDALPOLY,EQ,74861,29039,38.79
20,1524,JINDALSAW,EQ,1581060,862826,54.57
20,1525,JINDALSTEL,EQ,816316,392711,48.11
20,1526,JINDRILL,EQ,69766,23009,32.98
20,1527,JINDWORLD,EQ,533448,170141,31.89
20,1528,JIOFIN,EQ,5834832,2768305,47.44
20,1529,JISLDVREQS,EQ,11921,10062,84.41
20,1530,JISLJALEQS,EQ,1235808,756047,61.18
20,1531,JITFINFRA,EQ,22358,16754,74.94
20,1532,JKCEMENT,EQ,53407,34136,63.92
20,1533,JKIL,EQ,76243,44200,57.97
20,1534,JKLAKSHMI,EQ,335858,214789,63.95
20,1535,JKPAPER,EQ,159077,73404,46.14
20,1536,JKTYRE,EQ,4056382,1780111,43.88
20,1537,JLHL,EQ,17550,9517,54.23
20,1538,JMA,EQ,4042,2593,64.15
20,1539,JMFINANCIL,EQ,4192532,1380020,32.92
20,1540,JNKINDIA,EQ,311954,164525,52.74
20,1541,JPOLYINVST,EQ,6371,3057,47.98
20,1542,JPPOWER,EQ,41111815,15000900,36.49
20,1543,JSFB,EQ,453189,239850,52.92
20,1544,JSL,EQ,556858,322910,57.99
20,1545,JSLL,EQ,796752,300841,37.76
20,1546,JSWCEMENT,EQ,1138975,632142,55.50
20,1547,JSWDULUX,EQ,47774,34731,72.70
20,1548,JSWENERGY,EQ,2516897,1181810,46.96
20,1549,JSWHL,EQ,3167,1816,57.34
20,1550,JSWINFRA,EQ,3693720,2122935,57.47
20,1551,JSWSTEEL,EQ,1302096,770902,59.20
20,1552,JTEKTINDIA,EQ,3728807,685835,18.39
20,1553,JTLIND,EQ,4874831,1916988,39.32
20,1554,JUBLCPL,EQ,11246,7243,64.41
20,1555,JUBLFOOD,EQ,2138263,1052335,49.21
20,1556,JUBLINGREA,EQ,625802,319808,51.10
20,1557,JUBLPHARMA,EQ,54801,29199,53.28
20,1558,JUNIORBEES,EQ,457530,298350,65.21
20,1559,JUNIPER,EQ,200379,119670,59.72
20,1560,JUSTDIAL,EQ,230245,86136,37.41
20,1561,JWL,EQ,620700,309142,49.81
20,1562,JYOTHYLAB,EQ,764614,452982,59.24
20,1563,JYOTICNC,EQ,515630,220786,42.82
20,1564,JYOTISTRUC,EQ,17794402,4630420,26.02
20,1565,K2INFRA,ST,12000,11400,95.00
20,1566,KABRAEXTRU,EQ,517927,148704,28.71
20,1567,KAJARIACER,EQ,323782,180062,55.61
20,1568,KALAMANDIR,EQ,839138,381803,45.50
20,1569,KALANA,SM,6000,6000,100.00
20,1570,KALPATARU,EQ,41759,23364,55.95
20,1571,KALYANIFRG,EQ,1569,737,46.97
20,1572,KALYANKJIL,EQ,3935182,1465430,37.24
20,1573,KAMAHOLD,EQ,9850,8067,81.90
20,1574,KAMATHOTEL,EQ,32807,18022,54.93
20,1575,KAMOPAINTS,EQ,184675,138776,75.15
20,1576,KANANIIND,EQ,71899,48886,67.99
20,1577,KANDARP,SM,16000,8000,50.00
20,1578,KANPRPLA,EQ,5120,2231,43.57
20,1579,KANSAINER,EQ,146651,87425,59.61
20,1580,KAPSTON,EQ,17456,12369,70.86
20,1581,KARMAENG,EQ,4711,3248,68.95
20,1582,KARNIKA,SM,38000,25000,65.79
20,1583,KARURVYSYA,EQ,3063062,1619499,52.87
20,1584,KATARIA,SM,4200,3600,85.71
20,1585,KAUSHALYA,EQ,660,462,70.00
20,1586,KAVDEFENCE,EQ,119789,73496,61.35
20,1587,KAYA,EQ,3496,2648,75.74
20,1588,KAYNES,EQ,671812,192001,28.58
20,1589,KAYTEX,SM,12000,8000,66.67
20,1590,KCEIL,ST,36500,33000,90.41
20,1591,KCK,SM,312500,310000,99.20
20,1592,KCP,EQ,58207,38328,65.85
20,1593,KCPSUGIND,EQ,81955,55751,68.03
20,1594,KDDL,EQ,19244,9000,46.77
20,1595,KDL,SM,5550,4200,75.68
20,1596,KEC,EQ,1147333,542918,47.32
20,1597,KEEPLEARN,EQ,9947,6550,65.85
20,1598,KEI,EQ,343597,146197,42.55
20,1599,KEL,SM,2400,2400,100.00
20,1600,KELLTONTEC,EQ,2005400,892558,44.51
20,1601,KEN,SM,3600,2400,66.67
20,1602,KENNAMET,EQ,8664,5872,67.77
20,1603,KERNEX,EQ,383681,126029,32.85
20,1604,KEYFINSERV,EQ,6921,3802,54.93
20,1605,KFINTECH,EQ,1477636,458674,31.04
20,1606,KHANDSE,EQ,1499,1089,72.65
20,1607,KHFM,SM,4650,3100,66.67
20,1608,KICL,EQ,4522,3027,66.94
20,1609,KILITCH,EQ,136445,80961,59.34
20,1610,KIMS,EQ,564664,279968,49.58
20,1611,KINGFA,EQ,6751,4590,67.99
20,1612,KIOCL,EQ,62691,32528,51.89
20,1613,KIRANVYPAR,EQ,217,123,56.68
20,1614,KIRIINDUS,EQ,169079,79324,46.92
20,1615,KIRLFER,EQ,128692,68722,53.40
20,1616,KIRLOSBROS,EQ,134526,56783,42.21
20,1617,KIRLOSENG,EQ,558697,254565,45.56
20,1618,KIRLOSIND,EQ,21470,6291,29.30
20,1619,KIRLPNU,EQ,329100,170534,51.82
20,1620,KISSHT,EQ,15189765,2503387,16.48
20,1621,KITEX,EQ,522380,237035,45.38
20,1622,KKCL,EQ,23447,13848,59.06
20,1623,KKJEWELS,SM,15000,15000,100.00
20,1624,KLBRENG-B,EQ,36193,22216,61.38
20,1625,KLL,SM,11200,8000,71.43
