Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,02072026,1980061622,0003156
Trade Date <02-JUL-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2153,PARTYCRUS,SM,2000,2000,100.00
20,2154,PASHUPATI,EQ,37528,17664,47.07
20,2155,PATANJALI,EQ,6457579,3113036,48.21
20,2156,PATELENG,EQ,6026811,2476586,41.09
20,2157,PATELRMART,EQ,45940,29397,63.99
20,2158,PATILAUTOM,ST,84000,81000,96.43
20,2159,PAUSHAKLTD,EQ,94596,56693,59.93
20,2160,PAYTM,EQ,2345008,943060,40.22
20,2161,PCBL,EQ,644215,278205,43.19
20,2162,PCCL,SM,1200,800,66.67
20,2163,PCJEWELLER,EQ,657572334,117976385,17.94
20,2164,PDMJEPAPER,EQ,33201,22985,69.23
20,2165,PDSL,EQ,378450,153424,40.54
20,2166,PENIND,EQ,254799,119074,46.73
20,2167,PENTAGON,SM,3000,3000,100.00
20,2168,PERFECT,SZ,3000,3000,100.00
20,2169,PERSISTENT,EQ,1859078,686362,36.92
20,2170,PETRONET,EQ,2032285,1246279,61.32
20,2171,PFC,EQ,3255339,1777586,54.61
20,2172,PFCL41A,NE,10,10,100.00
20,2173,PFIZER,EQ,29065,11258,38.73
20,2174,PFS,EQ,422859,209159,49.46
20,2175,PGEL,EQ,1673267,546451,32.66
20,2176,PGHH,EQ,13586,10148,74.69
20,2177,PGHL,EQ,9081,5982,65.87
20,2178,PGIL,EQ,108861,54209,49.80
20,2179,PGINVIT,IV,1746387,1676175,95.98
20,2180,PHANTOMFX,SM,9300,6300,67.74
20,2181,PHARMABEES,EQ,5971227,4061890,68.02
20,2182,PHOENIXLTD,EQ,1663167,1250229,75.17
20,2183,PHOGLOBAL,SM,2000,2000,100.00
20,2184,PICCADIL,EQ,870531,353465,40.60
20,2185,PIDILITIND,EQ,710844,432364,60.82
20,2186,PIGL,EQ,153528,96276,62.71
20,2187,PIIND,EQ,209191,125877,60.17
20,2188,PILANIINVS,EQ,1208,691,57.20
20,2189,PINELABS,EQ,11756595,4857930,41.32
20,2190,PIONEEREMB,EQ,6044,4396,72.73
20,2191,PIONRINV,EQ,646,398,61.61
20,2192,PIRAMALFIN,EQ,235936,127723,54.13
20,2193,PITTIENG,EQ,139210,72846,52.33
20,2194,PIXTRANS,EQ,61874,12802,20.69
20,2195,PKTEA,EQ,75,73,97.33
20,2196,PLASTIBLEN,EQ,23422,13410,57.25
20,2197,PLATIND,EQ,85638,32368,37.80
20,2198,PML,EQ,3049,2965,97.24
20,2199,PNB,EQ,13244182,5084035,38.39
20,2200,PNBGILTS,EQ,540174,203164,37.61
20,2201,PNBHOUSING,EQ,499657,230606,46.15
20,2202,PNC,EQ,6453,4187,64.88
20,2203,PNCINFRA,EQ,439266,238712,54.34
20,2204,PNGJL,EQ,650052,386423,59.44
20,2205,PNGSREVA,EQ,174296,66546,38.18
20,2206,POCL,EQ,193751,92193,47.58
20,2207,PODDARMENT,EQ,5004,3848,76.90
20,2208,POKARNA,EQ,47251,18376,38.89
20,2209,POLICYBZR,EQ,897073,497179,55.42
20,2210,POLYCAB,EQ,305059,146051,47.88
20,2211,POLYMED,EQ,344520,120913,35.10
20,2212,POLYPLEX,EQ,140081,65726,46.92
20,2213,POLYSIL,SM,4000,3000,75.00
20,2214,PONNIERODE,EQ,5022,2955,58.84
20,2215,POONAWALLA,EQ,2003278,947522,47.30
20,2216,POSITRON,ST,6000,5700,95.00
20,2217,POWERGRID,EQ,6456861,4181306,64.76
20,2218,POWERICA,EQ,467276,278364,59.57
20,2219,POWERINDIA,EQ,125021,32015,25.61
20,2220,POWERMECH,EQ,64696,31478,48.66
20,2221,PPAP,EQ,26623,12482,46.88
20,2222,PPLPHARMA,EQ,4501575,2071539,46.02
20,2223,PPSL,ST,405000,387000,95.56
20,2224,PRABHA,EQ,17329,8812,50.85
20,2225,PRABHAPP1,E1,2,2,100.00
20,2226,PRAENG,EQ,22015,17567,79.80
20,2227,PRAJIND,EQ,661380,269354,40.73
20,2228,PRAKASH,EQ,205439,120616,58.71
20,2229,PRAKASHSTL,EQ,77368,62051,80.20
20,2230,PRAMARA,SM,15000,6000,40.00
20,2231,PRANIK,SM,1600,1600,100.00
20,2232,PRATHAM,SM,7200,6400,88.89
20,2233,PRAVEG,EQ,148928,39299,26.39
20,2234,PRECAM,EQ,529504,167326,31.60
20,2235,PRECISION,SM,12000,8000,66.67
20,2236,PRECOT,EQ,13677,8311,60.77
20,2237,PRECWIRE,EQ,257601,114786,44.56
20,2238,PREMCO,EQ,490,337,68.78
20,2239,PREMEXPLN,EQ,735107,312628,42.53
20,2240,PREMIERENE,EQ,843752,441586,52.34
20,2241,PRESSTONIC,SM,112800,94400,83.69
20,2242,PRESTIGE,EQ,1774100,969427,54.64
20,2243,PRICOLLTD,EQ,536748,262012,48.81
20,2244,PRIMECAB,ST,17600,17600,100.00
20,2245,PRIMESECU,EQ,25214,16663,66.09
20,2246,PRIMO,EQ,340307,175686,51.63
20,2247,PRINCEPIPE,EQ,158951,82269,51.76
20,2248,PRITIKA,SM,14000,6000,42.86
20,2249,PRIVISCL,EQ,115181,67625,58.71
20,2250,PRIZOR,ST,4000,4000,100.00
20,2251,PRLIND,SM,28000,15000,53.57
20,2252,PROPEQUITY,SM,3000,3000,100.00
20,2253,PROSTARM,EQ,116317,78797,67.74
20,2254,PROTEAN,EQ,411068,193112,46.98
20,2255,PROV,SM,320,320,100.00
20,2256,PROZONER,EQ,483170,266085,55.07
20,2257,PRSMJOHNSN,EQ,174032,94927,54.55
20,2258,PRUDENT,EQ,8298,4952,59.68
20,2259,PSB,EQ,3454599,1075388,31.13
20,2260,PSFL,SM,10000,10000,100.00
20,2261,PSPPROJECT,EQ,102218,54072,52.90
20,2262,PSRAJ,ST,5500,5500,100.00
20,2263,PSUBANK,EQ,22035,16466,74.73
20,2264,PSUBANKADD,EQ,116087,89149,76.79
20,2265,PSUBNKBEES,EQ,2054382,986754,48.03
20,2266,PSUBNKIETF,EQ,301437,141752,47.03
20,2267,PTC,EQ,502639,335074,66.66
20,2268,PTCIL,EQ,12311,6493,52.74
20,2269,PTL,EQ,60662,51515,84.92
20,2270,PULZ,SM,12000,10000,83.33
20,2271,PUNJABCHEM,EQ,48714,20657,42.40
20,2272,PURPLEUTED,ST,25500,25000,98.04
20,2273,PURVA,EQ,78363,43368,55.34
20,2274,PUSHPA,SM,23000,21000,91.30
20,2275,PVP,EQ,563713,250912,44.51
20,2276,PVRINOX,EQ,103533,52378,50.59
20,2277,PVSL,EQ,16894,8080,47.83
20,2278,PVTBANIETF,EQ,8992039,7918978,88.07
20,2279,PVTBANKADD,EQ,327648,257983,78.74
20,2280,PVTBKGROWW,EQ,16186,9808,60.60
20,2281,PWL,EQ,8521152,2865184,33.62
20,2282,PYRAMID,EQ,25060,18153,72.44
20,2283,QGOLDHALF,EQ,134905,58473,43.34
20,2284,QLINE,SM,229200,142000,61.95
20,2285,QMSMEDI,EQ,21312,10256,48.12
20,2286,QNIFTY,EQ,9061,6671,73.62
20,2287,QUADFUTURE,EQ,278157,106168,38.17
20,2288,QUAL30IETF,EQ,67272,37004,55.01
20,2289,QUALITY30,EQ,29058,27279,93.88
20,2290,QUESS,EQ,1242868,483184,38.88
20,2291,QUESTLAB,SM,37200,26400,70.97
20,2292,QUICKTOUCH,SM,10000,4000,40.00
20,2293,QUINT,EQ,2942,2530,86.00
20,2294,QVCEL,SM,4800,3200,66.67
20,2295,RACLGEAR,EQ,11354,5974,52.62
20,2296,RADAAN,EQ,15230,12155,79.81
20,2297,RADHIKAJWE,EQ,226516,81363,35.92
20,2298,RADIANTCMS,EQ,113509,83404,73.48
20,2299,RADICO,EQ,310353,183946,59.27
20,2300,RADIOCITY,EQ,31145,25104,80.60
20,2301,RADIOWALLA,ST,6400,4800,75.00
20,2302,RAILTEL,EQ,526313,168864,32.08
20,2303,RAIN,EQ,2820037,1058630,37.54
20,2304,RAINBOW,EQ,111291,73619,66.15
20,2305,RAJINDLTD,SM,7500,7500,100.00
20,2306,RAJMET,EQ,275555,210177,76.27
20,2307,RAJPALAYAM,EQ,1155,926,80.17
20,2308,RAJPUTANA,SM,1000,1000,100.00
20,2309,RAJRATAN,EQ,55917,27812,49.74
20,2310,RAJSREESUG,EQ,19601,12689,64.74
20,2311,RAJTV,EQ,26250,23091,87.97
20,2312,RALLIS,EQ,436616,189805,43.47
20,2313,RAMANEWS,EQ,29664,11091,37.39
20,2314,RAMAPHO,EQ,21626,12182,56.33
20,2315,RAMCOCEM,EQ,410962,318039,77.39
20,2316,RAMCOIND,EQ,299532,121800,40.66
20,2317,RAMCOSYS,EQ,7141165,477832,6.69
20,2318,RAMKY,EQ,75168,50159,66.73
20,2319,RAMRAT,EQ,65749,30908,47.01
20,2320,RANASUG,EQ,166797,113923,68.30
20,2321,RANEHOLDIN,EQ,12894,6231,48.32
20,2322,RAPPID,SM,5400,4200,77.78
20,2323,RATEGAIN,EQ,921001,346296,37.60
20,2324,RATNAMANI,EQ,20918,9781,46.76
20,2325,RATNAVEER,EQ,366252,170768,46.63
20,2326,RAYMOND,EQ,182188,76278,41.87
20,2327,RAYMONDLSL,EQ,60567,27513,45.43
20,2328,RAYMONDREL,EQ,208625,92073,44.13
20,2329,RBA,EQ,8344520,4160043,49.85
20,2330,RBLBANK,EQ,2798708,1087513,38.86
20,2331,RBMINFRA,SM,17000,14200,83.53
20,2332,RBS,ST,7200,6400,88.89
20,2333,RBZJEWEL,EQ,198261,97354,49.10
20,2334,RCDL,SM,6000,6000,100.00
20,2335,RCF,EQ,770537,307671,39.93
20,2336,READYMIX,SM,9000,7000,77.78
20,2337,RECLTD,EQ,4706399,3163595,67.22
20,2338,REDINGTON,EQ,3556931,1437232,40.41
20,2339,REDTAPE,EQ,191844,107763,56.17
20,2340,REFEX,EQ,1281167,567708,44.31
20,2341,REFRACTORY,SM,7000,7000,100.00
20,2342,REGENCERAM,EQ,1003,979,97.61
20,2343,RELAXO,EQ,249830,66291,26.53
20,2344,RELCHEMQ,EQ,3903,2291,58.70
20,2345,RELIABLE,EQ,114969,35888,31.22
20,2346,RELIANCE,EQ,17795024,10336425,58.09
20,2347,RELIGARE,EQ,429937,242186,56.33
20,2348,RELTD,EQ,392102,144944,36.97
20,2349,REMSONSIND,EQ,80582,42198,52.37
20,2350,REMUS,SM,2100,1500,71.43
20,2351,RENUKA,EQ,3171735,1380856,43.54
20,2352,REPCOHOME,EQ,154236,69812,45.26
20,2353,REPRO,EQ,3741,2811,75.14
20,2354,RESPONIND,EQ,33513,15066,44.96
20,2355,RETAIL,EQ,1017,994,97.74
20,2356,REXPRO,SM,3000,3000,100.00
20,2357,RFBL,SM,120000,90000,75.00
20,2358,RGL,EQ,531648,320977,60.37
20,2359,RHETAN,EQ,1764697,1226731,69.52
20,2360,RHIM,EQ,50278511,2709425,5.39
20,2361,RHL,EQ,2620,2583,98.59
20,2362,RICHA,ST,78000,78000,100.00
20,2363,RICOAUTO,EQ,1988631,552151,27.77
20,2364,RIIL,EQ,115383,44587,38.64
20,2365,RIIT,IV,679893,644395,94.78
20,2366,RILINFRA,SM,30700,25000,81.43
20,2367,RISHABH,EQ,1375536,330344,24.02
20,2368,RITCO,EQ,14432,5560,38.53
20,2369,RITES,EQ,7049049,1004338,14.25
20,2370,RITEZONE,ST,1600,1600,100.00
20,2371,RKDL,EQ,4200,2615,62.26
20,2372,RKEC,EQ,79526,45010,56.60
20,2373,RKFORGE,EQ,261564,123680,47.28
20,2374,RKSWAMY,EQ,312584,294458,94.20
20,2375,RMC,EQ,22044,12882,58.44
20,2376,RMDRIP,EQ,589252,366922,62.27
20,2377,RML,EQ,52622,25086,47.67
20,2378,RNBDENIMS,EQ,369764,216629,58.59
20,2379,RNFI,SM,26400,21000,79.55
20,2380,RNPL,SM,10800,7200,66.67
20,2381,ROCKINGDCE,SM,12000,9750,81.25
20,2382,ROHLTD,EQ,17704,11051,62.42
20,2383,ROLEXRINGS,EQ,2251550,1430119,63.52
20,2384,ROML,EQ,3135,2223,70.91
20,2385,ROSSARI,EQ,59750,30741,51.45
20,2386,ROSSELLIND,EQ,30462,25594,84.02
20,2387,ROSSTECH,EQ,296746,131834,44.43
20,2388,ROTO,EQ,1363854,338486,24.82
20,2389,ROUTE,EQ,283788,109597,38.62
20,2390,ROXHITECH,ST,24000,20800,86.67
20,2391,RPEL,EQ,143388,61338,42.78
20,2392,RPGLIFE,EQ,18284,8832,48.30
20,2393,RPOWER,EQ,71381865,20933835,29.33
20,2394,RPPINFRA,EQ,50151,30043,59.91
20,2395,RPPL,EQ,129835,69698,53.68
20,2396,RPSGVENT,EQ,20582,13715,66.64
20,2397,RPTECH,EQ,815228,280928,34.46
20,2398,RRIL,EQ,11095,9595,86.48
20,2399,RRKABEL,EQ,352986,141414,40.06
20,2400,RSDFIN,EQ,93,93,100.00
20,2401,RSL,EQ,187080,74226,39.68
20,2402,RSYSTEMS,EQ,876863,374984,42.76
20,2403,RTL,SM,146000,46000,31.51
20,2404,RTNINDIA,EQ,3763123,981683,26.09
20,2405,RTNPOWER,EQ,10881245,4970969,45.68
20,2406,RUBFILA,EQ,14557,11545,79.31
20,2407,RUBICON,EQ,168379,89142,52.94
20,2408,RUCHINFRA,EQ,42215,39852,94.40
20,2409,RUCHIRA,EQ,25190,16616,65.96
20,2410,RULKA,SM,900,900,100.00
20,2411,RUPA,EQ,84985,42043,49.47
20,2412,RUSHIL,EQ,506706,318520,62.86
20,2413,RUSTOMJEE,EQ,102042,52303,51.26
20,2414,RVHL,EQ,11974,7064,58.99
20,2415,RVNL,EQ,2322672,866608,37.31
20,2416,RVTH,EQ,1148,1060,92.33
20,2417,S&SPOWER,EQ,1110,980,88.29
20,2418,SAAKSHI,ST,27000,19800,73.33
20,2419,SAATVIKGL,EQ,72619,34771,47.88
20,2420,SABAR,SM,60000,45000,75.00
20,2421,SACHEEROME,SM,69300,54000,77.92
20,2422,SADBHAV,EQ,358747,230363,64.21
20,2423,SADHAV,SM,24000,16800,70.00
20,2424,SAFARI,EQ,19763,11377,57.57
20,2425,SAFEENTP,SM,95500,67000,70.16
20,2426,SAGARDEEP,EQ,5813,3726,64.10
20,2427,SAGCEM,EQ,53026,28795,54.30
20,2428,SAGILITY,EQ,67550457,21444521,31.75
20,2429,SAHAJSOLAR,SM,6400,5200,81.25
20,2430,SAHANA,SM,9000,6500,72.22
20,2431,SAHASRA,ST,15200,15200,100.00
20,2432,SAHLIBHFI,EQ,848,726,85.61
20,2433,SAHYADRI,EQ,2301,1781,77.40
20,2434,SAIFL,SM,304000,220000,72.37
20,2435,SAIL,EQ,23051079,11086767,48.10
20,2436,SAILIFE,EQ,353218,128039,36.25
20,2437,SAIPARENT,EQ,3013267,754866,25.05
20,2438,SAJHOTELS,SM,184000,114000,61.96
20,2439,SAKAR,EQ,111011,56723,51.10
20,2440,SAKHTISUG,EQ,52648,36373,69.09
20,2441,SAKSOFT,EQ,18021950,2053222,11.39
20,2442,SALASAR,EQ,3193974,1917626,60.04
20,2443,SALONA,EQ,320,250,78.13
20,2444,SALZERELEC,EQ,25608,13346,52.12
20,2445,SAMAY,SM,88000,52000,59.09
20,2446,SAMBHAAV,EQ,20306,12454,61.33
20,2447,SAMBHV,EQ,2413416,1233713,51.12
20,2448,SAMHI,EQ,665268,364969,54.86
20,2449,SAMMAANCAP,EQ,8634550,4361010,50.51
20,2450,SAMPANN,EQ,193713,117995,60.91
20,2451,SANATHAN,EQ,10034,6197,61.76
20,2452,SANDESH,EQ,136,83,61.03
20,2453,SANDHAR,EQ,582877,247967,42.54
20,2454,SANDUMA,EQ,519927,237821,45.74
20,2455,SANGAMIND,EQ,50645,24749,48.87
20,2456,SANGANI,SM,1500,1500,100.00
20,2457,SANGHVIMOV,EQ,439341,246060,56.01
20,2458,SANOFI,EQ,20111,12744,63.37
20,2459,SANOFICONR,EQ,4918,3341,67.93
20,2460,SANSERA,EQ,137182,72054,52.52
20,2461,SANSTAR,EQ,281024,106401,37.86
20,2462,SAPPHIRE,EQ,266357,150624,56.55
20,2463,SAPPL,EQ,959,955,99.58
20,2464,SARDAEN,EQ,492024,320039,65.05
20,2465,SAREGAMA,EQ,303270,94134,31.04
20,2466,SARLAPOLY,EQ,173427,86934,50.13
20,2467,SAROJA,SM,1600,1600,100.00
20,2468,SARTELE,SM,45500,18500,40.66
20,2469,SASKEN,EQ,98472,39763,40.38
20,2470,SATECH,SM,17000,13000,76.47
20,2471,SATIA,EQ,45316,19610,43.27
20,2472,SATIN,EQ,955416,487444,51.02
20,2473,SATIPOLY,ST,3000,3000,100.00
20,2474,SATKARTAR,ST,19200,19200,100.00
20,2475,SATTVAENGG,SM,33600,25600,76.19
20,2476,SAURASHCEM,EQ,137307,105812,77.06
20,2477,SAVY,SM,31200,27600,88.46
20,2478,SAWALIYA,SM,35400,16800,47.46
20,2479,SAYAJIHOTL,EQ,78,62,79.49
20,2480,SBC,EQ,9018203,2622267,29.08
20,2481,SBCL,EQ,191733,107899,56.28
20,2482,SBFC,EQ,919973,484550,52.67
20,2483,SBGLP,EQ,11460,9414,82.15
20,2484,SBIBPB,EQ,63997,32401,50.63
20,2485,SBICARD,EQ,915285,216701,23.68
20,2486,SBIETFCON,EQ,17703,11668,65.91
20,2487,SBIETFIT,EQ,15054,7633,50.70
20,2488,SBIETFPB,EQ,3003,2121,70.63
20,2489,SBIETFQLTY,EQ,1196,1062,88.80
20,2490,SBILIFE,EQ,646630,395181,61.11
20,2491,SBILIQETF,EQ,44595,40796,91.48
20,2492,SBIMIDMOM,EQ,56108,40863,72.83
20,2493,SBIN,EQ,14682790,8183860,55.74
20,2494,SBINEQWETF,EQ,17553,17448,99.40
20,2495,SBINMID150,EQ,7831,5726,73.12
20,2496,SBISILVER,EQ,1325366,432583,32.64
20,2497,SBISMLETF,EQ,30620,22744,74.28
20,2498,SBIVALETF,EQ,52546,36792,70.02
20,2499,SCANSTL,EQ,151986,101682,66.90
20,2500,SCHAEFFLER,EQ,44965,25401,56.49
20,2501,SCHAND,EQ,72024,45415,63.06
20,2502,SCHNEIDER,EQ,444621,232454,52.28
20,2503,SCI,EQ,3031606,897727,29.61
20,2504,SCILAL,EQ,154226,74752,48.47
20,2505,SCML,SM,6000,4000,66.67
20,2506,SCODATUBES,EQ,219862,122657,55.79
20,2507,SCPL,EQ,110245,43442,39.40
20,2508,SDBL,EQ,958644,385959,40.26
20,2509,SDREAMS,SM,2000,2000,100.00
20,2510,SEAMECLTD,EQ,44378,23506,52.97
20,2511,SECMARK,EQ,224,113,50.45
20,2512,SECURKLOUD,EQ,9221,5736,62.21
20,2513,SEDEMAC,EQ,97841,56299,57.54
20,2514,SEIL,EQ,2842894,1011123,35.57
20,2515,SELECTIPO,EQ,16311,13588,83.31
20,2516,SELMC,EQ,4537,3786,83.45
20,2517,SENCO,EQ,401943,158734,39.49
20,2518,SENORES,EQ,207554,86534,41.69
20,2519,SENSEXADD,EQ,1567,902,57.56
20,2520,SENSEXBETA,EQ,1219,958,78.59
20,2521,SENSEXETF,EQ,25191,22223,88.22
20,2522,SENSEXIETF,EQ,7686,5907,76.85
20,2523,SEPC,EQ,12940296,5005654,38.68
20,2524,SERVOTECH,EQ,945246,286884,30.35
20,2525,SESHAPAPER,EQ,9105,5902,64.82
20,2526,SETF10GILT,EQ,1238,864,69.79
20,2527,SETFGOLD,EQ,4547443,2489246,54.74
20,2528,SETFNIF50,EQ,834865,640668,76.74
20,2529,SETFNIFBK,EQ,17704,10885,61.48
20,2530,SETFNN50,EQ,19274,9269,48.09
20,2531,SETL,EQ,2530686,985584,38.95
20,2532,SFL,EQ,274876,127688,46.45
20,2533,SFML,SM,11200,8000,71.43
20,2534,SGBAPR28I,GB,331,269,81.27
20,2535,SGBAUG27,GB,35,23,65.71
20,2536,SGBAUG28V,GB,678,470,69.32
20,2537,SGBAUG29V,GB,109,83,76.15
20,2538,SGBAUG30,GB,83,70,84.34
20,2539,SGBD29VIII,GB,336,283,84.23
20,2540,SGBDC27VII,GB,8,4,50.00
20,2541,SGBDE30III,GB,278,181,65.11
20,2542,SGBDE31III,GB,1168,929,79.54
20,2543,SGBDEC26,GB,1,1,100.00
20,2544,SGBFEB28IX,GB,8,8,100.00
20,2545,SGBFEB29XI,GB,86,47,54.65
20,2546,SGBFEB32IV,GB,1366,976,71.45
20,2547,SGBJ28VIII,GB,74,64,86.49
20,2548,SGBJAN27,GB,4,4,100.00
20,2549,SGBJAN29IX,GB,89,69,77.53
20,2550,SGBJAN29X,GB,248,151,60.89
20,2551,SGBJAN30IX,GB,105,79,75.24
20,2552,SGBJU29III,GB,17,17,100.00
20,2553,SGBJUL27,GB,2,2,100.00
20,2554,SGBJUL28IV,GB,180,169,93.89
20,2555,SGBJUL29IV,GB,400,294,73.50
20,2556,SGBJUN27,GB,292,281,96.23
20,2557,SGBJUN28,GB,278,242,87.05
20,2558,SGBJUN29II,GB,201,144,71.64
20,2559,SGBJUN30,GB,27,16,59.26
20,2560,SGBJUN31I,GB,297,216,72.73
20,2561,SGBMAR28X,GB,18,14,77.78
20,2562,SGBMAR30X,GB,87,66,75.86
20,2563,SGBMAR31IV,GB,687,521,75.84
20,2564,SGBMAY28,GB,186,156,83.87
20,2565,SGBMAY29I,GB,669,440,65.77
20,2566,SGBMR29XII,GB,220,189,85.91
20,2567,SGBN28VIII,GB,82,50,60.98
20,2568,SGBNOV26,GB,2,1,50.00
20,2569,SGBNV29VII,GB,154,114,74.03
20,2570,SGBOC28VII,GB,103,95,92.23
20,2571,SGBOCT27,GB,16,8,50.00
20,2572,SGBOCT27VI,GB,34,33,97.06
20,2573,SGBSEP27,GB,53,51,96.23
20,2574,SGBSEP28VI,GB,98,96,97.96
20,2575,SGBSEP29VI,GB,81,62,76.54
20,2576,SGBSEP31II,GB,1079,622,57.65
20,2577,SGFIN,EQ,452688,181421,40.08
20,2578,SGIL,EQ,13036,8643,66.30
20,2579,SGL,EQ,6789,3312,48.78
20,2580,SGMART,EQ,108496,49251,45.39
20,2581,SHADOWFAX,EQ,1232377,567790,46.07
20,2582,SHAH,EQ,12197006,3042344,24.94
20,2583,SHAHALLOYS,EQ,25326,20605,81.36
20,2584,SHAILY,EQ,203240,102118,50.25
20,2585,SHAKTIPUMP,EQ,728739,289106,39.67
20,2586,SHALBY,EQ,43583,26247,60.22
20,2587,SHALPAINTS,EQ,31220,15040,48.17
20,2588,SHANTHALA,SM,3600,3600,100.00
20,2589,SHANTI,EQ,42024,24917,59.29
20,2590,SHANTIGEAR,EQ,11389,6516,57.21
20,2591,SHANTIGOLD,EQ,336632,156359,46.45
20,2592,SHARDACROP,EQ,91096,48544,53.29
20,2593,SHARDAMOTR,EQ,54618,32792,60.04
20,2594,SHARDUL,EQ,2273,1293,56.89
20,2595,SHAREINDIA,EQ,117368,58583,49.91
20,2596,SHARIABEES,EQ,10061,7561,75.15
20,2597,SHBAJRG,EQ,1424,1321,92.77
20,2598,SHEEL,ST,4000,4000,100.00
20,2599,SHEETAL,SM,33500,16500,49.25
20,2600,SHERA,ST,10000,8000,80.00
20,2601,SHETHJI,ST,13000,13000,100.00
20,2602,SHIGAN,SM,3000,3000,100.00
20,2603,SHILCTECH,EQ,14994,8271,55.16
20,2604,SHILPAMED,EQ,1794352,745489,41.55
20,2605,SHINDL,EQ,147143,19146,13.01
20,2606,SHIVASHRIT,SM,41000,23000,56.10
20,2607,SHIVATEX,EQ,575,495,86.09
20,2608,SHIVAUM,EQ,82,42,51.22
20,2609,SHK,EQ,463056,357233,77.15
20,2610,SHKSIL,SM,8000,8000,100.00
20,2611,SHOPERSTOP,EQ,24968,15030,60.20
20,2612,SHRADHA,EQ,10751,8016,74.56
20,2613,SHREDIGCEM,EQ,226142,119343,52.77
20,2614,SHREECEM,EQ,10263,4913,47.87
20,2615,SHREEDHAR,ST,298000,280000,93.96
20,2616,SHREEJISPG,EQ,1729046,776248,44.89
20,2617,SHREEKARNI,SM,4650,4200,90.32
20,2618,SHREEOSFM,SM,5000,5000,100.00
20,2619,SHREEPUSHK,EQ,35657,18064,50.66
20,2620,SHREERAMA,EQ,36266,19329,53.30
20,2621,SHREYANIND,EQ,14650,14468,98.76
20,2622,SHRIAHIMSA,ST,124800,115800,92.79
20,2623,SHRIKANHA,ST,8000,8000,100.00
20,2624,SHRIKRISH,EQ,2282,1667,73.05
20,2625,SHRINGARMS,EQ,1458111,413625,28.37
20,2626,SHRIPISTON,EQ,67246,33991,50.55
20,2627,SHRIRAMFIN,EQ,5736423,3936071,68.62
20,2628,SHRIRAMPPS,EQ,407944,247437,60.65
20,2629,SHUBHLAXMI,SM,30000,20000,66.67
20,2630,SHYAMCENT,EQ,328352,296807,90.39
20,2631,SHYAMDHANI,ST,10000,10000,100.00
20,2632,SHYAMMETL,EQ,463469,217073,46.84
20,2633,SICAGEN,EQ,7959,6554,82.35
20,2634,SICALLOG,EQ,172097,124876,72.56
20,2635,SIDDHICOTS,SM,8400,8400,100.00
20,2636,SIDDHIKA,SM,1000,500,50.00
20,2637,SIEMENS,EQ,241163,79895,33.13
20,2638,SIGIND,EQ,8430,6136,72.79
20,2639,SIGMA,EQ,56869,26043,45.79
20,2640,SIGNATURE,EQ,237469,36034,15.17
20,2641,SIGNORIA,ST,22000,19000,86.36
20,2642,SIGNPOST,EQ,4364384,454729,10.42
20,2643,SIKA,EQ,1692270,184770,10.92
20,2644,SIKKO,EQ,140906,106476,75.57
20,2645,SIL,EQ,6263,6046,96.54
20,2646,SILGO,EQ,254159,31951,12.57
20,2647,SILINV,EQ,530,448,84.53
20,2648,SILKFLEX,ST,3000,3000,100.00
20,2649,SILKY,SM,800,800,100.00
20,2650,SILLYMONKS,EQ,3159,2204,69.77
20,2651,SILVER,EQ,1021760,416166,40.73
20,2652,SILVER1,EQ,4056311,1533907,37.82
20,2653,SILVER360,EQ,18061,11202,62.02
20,2654,SILVERADD,EQ,205271,78913,38.44
20,2655,SILVERAG,EQ,224714,95995,42.72
20,2656,SILVERBEES,EQ,25504762,10034088,39.34
20,2657,SILVERBETA,EQ,648452,385393,59.43
20,2658,SILVERBND,EQ,28885,20257,70.13
20,2659,SILVERCASE,EQ,9879050,5488307,55.56
20,2660,SILVERIETF,EQ,2811244,1218510,43.34
20,2661,SILVERTUC,EQ,422902,130785,30.93
20,2662,SIMCA,SM,144000,126000,87.50
20,2663,SIMPLEXINF,EQ,46833,29779,63.59
20,2664,SINCLAIR,EQ,27004,15224,56.38
20,2665,SINDHUTRAD,EQ,812744,435198,53.55
20,2666,SINGERIND,EQ,28360,14546,51.29
20,2667,SINTERCOM,EQ,2298,1763,76.72
20,2668,SIRCA,EQ,275562,129537,47.01
20,2669,SIS,EQ,85527,35759,41.81
20,2670,SIYSIL,EQ,40750,22026,54.05
20,2671,SJLOGISTIC,SM,77500,39250,50.65
20,2672,SJS,EQ,66821,37860,56.66
20,2673,SJVN,EQ,1380776,662045,47.95
20,2674,SKFINDIA,EQ,62526,35385,56.59
20,2675,SKFINDUS,EQ,173296,146310,84.43
20,2676,SKIPPER,EQ,1773842,743354,41.91
20,2677,SKMEGGPROD,EQ,812772,263727,32.45
20,2678,SKP,SM,1000,1000,100.00
20,2679,SKYGOLD,EQ,2389916,867121,36.28
20,2680,SLONE,ST,20000,20000,100.00
20,2681,SMALL250,EQ,1017424,855069,84.04
20,2682,SMALLADD,EQ,205905,147056,71.42
20,2683,SMALLCAP,EQ,1686757,1260240,74.71
20,2684,SMALLGROWW,EQ,12643,6482,51.27
20,2685,SMALLIETF,EQ,41980,31639,75.37
