DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
02-JUL-2026,FUTSTK,SWIGGY,28-JUL-2026,250.58
02-JUL-2026,FUTSTK,SWIGGY,30-JUL-2026,250.17
02-JUL-2026,FUTSTK,SWIGGY,25-AUG-2026,251.83
02-JUL-2026,FUTSTK,SWIGGY,27-AUG-2026,251.50
02-JUL-2026,FUTSTK,SWIGGY,24-SEP-2026,252.76
02-JUL-2026,FUTSTK,SWIGGY,29-SEP-2026,252.50
02-JUL-2026,FUTSTK,TATACONSUM,28-JUL-2026,1111.40
02-JUL-2026,FUTSTK,TATACONSUM,30-JUL-2026,1112.40
02-JUL-2026,FUTSTK,TATACONSUM,25-AUG-2026,1116.60
02-JUL-2026,FUTSTK,TATACONSUM,27-AUG-2026,1118.30
02-JUL-2026,FUTSTK,TATACONSUM,24-SEP-2026,1123.90
02-JUL-2026,FUTSTK,TATACONSUM,29-SEP-2026,1124.80
02-JUL-2026,FUTSTK,TATAELXSI,28-JUL-2026,3635.40
02-JUL-2026,FUTSTK,TATAELXSI,30-JUL-2026,3688.40
02-JUL-2026,FUTSTK,TATAELXSI,25-AUG-2026,3595.50
02-JUL-2026,FUTSTK,TATAELXSI,27-AUG-2026,3708.10
02-JUL-2026,FUTSTK,TATAELXSI,24-SEP-2026,3726.70
02-JUL-2026,FUTSTK,TATAELXSI,29-SEP-2026,3580.20
02-JUL-2026,FUTSTK,TATAPOWER,28-JUL-2026,378.75
02-JUL-2026,FUTSTK,TATAPOWER,30-JUL-2026,378.20
02-JUL-2026,FUTSTK,TATAPOWER,25-AUG-2026,380.65
02-JUL-2026,FUTSTK,TATAPOWER,27-AUG-2026,380.20
02-JUL-2026,FUTSTK,TATAPOWER,24-SEP-2026,382.10
02-JUL-2026,FUTSTK,TATAPOWER,29-SEP-2026,382.60
02-JUL-2026,FUTSTK,TATASTEEL,28-JUL-2026,188.10
02-JUL-2026,FUTSTK,TATASTEEL,30-JUL-2026,188.53
02-JUL-2026,FUTSTK,TATASTEEL,25-AUG-2026,188.93
02-JUL-2026,FUTSTK,TATASTEEL,27-AUG-2026,189.54
02-JUL-2026,FUTSTK,TATASTEEL,24-SEP-2026,190.49
02-JUL-2026,FUTSTK,TATASTEEL,29-SEP-2026,190.29
02-JUL-2026,FUTSTK,TCS,28-JUL-2026,2066.70
02-JUL-2026,FUTSTK,TCS,30-JUL-2026,2077.70
02-JUL-2026,FUTSTK,TCS,25-AUG-2026,2060.50
02-JUL-2026,FUTSTK,TCS,27-AUG-2026,2088.80
02-JUL-2026,FUTSTK,TCS,24-SEP-2026,2099.30
02-JUL-2026,FUTSTK,TCS,29-SEP-2026,2061.20
02-JUL-2026,FUTSTK,TECHM,28-JUL-2026,1414.60
02-JUL-2026,FUTSTK,TECHM,30-JUL-2026,1428.00
02-JUL-2026,FUTSTK,TECHM,25-AUG-2026,1406.60
02-JUL-2026,FUTSTK,TECHM,27-AUG-2026,1435.60
02-JUL-2026,FUTSTK,TECHM,24-SEP-2026,1442.80
02-JUL-2026,FUTSTK,TECHM,29-SEP-2026,1404.50
02-JUL-2026,FUTSTK,TIINDIA,28-JUL-2026,3099.40
02-JUL-2026,FUTSTK,TIINDIA,30-JUL-2026,3105.20
02-JUL-2026,FUTSTK,TIINDIA,25-AUG-2026,3103.10
02-JUL-2026,FUTSTK,TIINDIA,27-AUG-2026,3121.80
02-JUL-2026,FUTSTK,TIINDIA,24-SEP-2026,3137.40
02-JUL-2026,FUTSTK,TIINDIA,29-SEP-2026,3140.20
02-JUL-2026,FUTSTK,TITAN,28-JUL-2026,4491.60
02-JUL-2026,FUTSTK,TITAN,30-JUL-2026,4502.20
02-JUL-2026,FUTSTK,TITAN,25-AUG-2026,4514.40
02-JUL-2026,FUTSTK,TITAN,27-AUG-2026,4526.30
02-JUL-2026,FUTSTK,TITAN,24-SEP-2026,4549.00
02-JUL-2026,FUTSTK,TITAN,29-SEP-2026,4538.70
02-JUL-2026,FUTSTK,TMPV,28-JUL-2026,348.10
02-JUL-2026,FUTSTK,TMPV,30-JUL-2026,347.60
02-JUL-2026,FUTSTK,TMPV,25-AUG-2026,349.75
02-JUL-2026,FUTSTK,TMPV,27-AUG-2026,349.45
02-JUL-2026,FUTSTK,TMPV,24-SEP-2026,351.20
02-JUL-2026,FUTSTK,TMPV,29-SEP-2026,351.70
02-JUL-2026,FUTSTK,TORNTPHARM,28-JUL-2026,4690.40
02-JUL-2026,FUTSTK,TORNTPHARM,30-JUL-2026,4683.30
02-JUL-2026,FUTSTK,TORNTPHARM,25-AUG-2026,4700.60
02-JUL-2026,FUTSTK,TORNTPHARM,27-AUG-2026,4708.30
02-JUL-2026,FUTSTK,TORNTPHARM,24-SEP-2026,4731.90
02-JUL-2026,FUTSTK,TORNTPHARM,29-SEP-2026,4736.10
02-JUL-2026,FUTSTK,TRENT,28-JUL-2026,3317.80
02-JUL-2026,FUTSTK,TRENT,30-JUL-2026,3333.40
02-JUL-2026,FUTSTK,TRENT,25-AUG-2026,3314.30
02-JUL-2026,FUTSTK,TRENT,27-AUG-2026,3351.20
02-JUL-2026,FUTSTK,TRENT,24-SEP-2026,3368.00
02-JUL-2026,FUTSTK,TRENT,29-SEP-2026,3320.40
02-JUL-2026,FUTSTK,TVSMOTOR,28-JUL-2026,3638.90
02-JUL-2026,FUTSTK,TVSMOTOR,30-JUL-2026,3643.80
02-JUL-2026,FUTSTK,TVSMOTOR,25-AUG-2026,3658.70
02-JUL-2026,FUTSTK,TVSMOTOR,27-AUG-2026,3663.30
02-JUL-2026,FUTSTK,TVSMOTOR,24-SEP-2026,3681.60
02-JUL-2026,FUTSTK,TVSMOTOR,29-SEP-2026,3680.00
02-JUL-2026,FUTSTK,ULTRACEMCO,28-JUL-2026,11601.00
02-JUL-2026,FUTSTK,ULTRACEMCO,30-JUL-2026,12519.00
02-JUL-2026,FUTSTK,ULTRACEMCO,25-AUG-2026,11668.00
02-JUL-2026,FUTSTK,ULTRACEMCO,27-AUG-2026,11652.00
02-JUL-2026,FUTSTK,ULTRACEMCO,24-SEP-2026,11711.00
02-JUL-2026,FUTSTK,ULTRACEMCO,29-SEP-2026,11734.00
02-JUL-2026,FUTSTK,UNIONBANK,28-JUL-2026,174.72
02-JUL-2026,FUTSTK,UNIONBANK,30-JUL-2026,175.17
02-JUL-2026,FUTSTK,UNIONBANK,25-AUG-2026,175.65
02-JUL-2026,FUTSTK,UNIONBANK,27-AUG-2026,176.10
02-JUL-2026,FUTSTK,UNIONBANK,24-SEP-2026,176.99
02-JUL-2026,FUTSTK,UNIONBANK,29-SEP-2026,176.79
02-JUL-2026,FUTSTK,UNITDSPR,28-JUL-2026,1369.80
02-JUL-2026,FUTSTK,UNITDSPR,30-JUL-2026,1379.80
02-JUL-2026,FUTSTK,UNITDSPR,25-AUG-2026,1375.20
02-JUL-2026,FUTSTK,UNITDSPR,27-AUG-2026,1387.20
02-JUL-2026,FUTSTK,UNITDSPR,24-SEP-2026,1394.20
02-JUL-2026,FUTSTK,UNITDSPR,29-SEP-2026,1395.40
02-JUL-2026,FUTSTK,UNOMINDA,28-JUL-2026,1125.40
02-JUL-2026,FUTSTK,UNOMINDA,30-JUL-2026,1126.30
02-JUL-2026,FUTSTK,UNOMINDA,25-AUG-2026,1131.30
02-JUL-2026,FUTSTK,UNOMINDA,27-AUG-2026,1132.30
02-JUL-2026,FUTSTK,UNOMINDA,24-SEP-2026,1138.00
02-JUL-2026,FUTSTK,UNOMINDA,29-SEP-2026,1139.00
02-JUL-2026,FUTSTK,UPL,28-JUL-2026,585.40
02-JUL-2026,FUTSTK,UPL,30-JUL-2026,591.55
02-JUL-2026,FUTSTK,UPL,25-AUG-2026,587.35
02-JUL-2026,FUTSTK,UPL,27-AUG-2026,594.70
02-JUL-2026,FUTSTK,UPL,24-SEP-2026,597.65
02-JUL-2026,FUTSTK,UPL,29-SEP-2026,598.20
02-JUL-2026,FUTSTK,VBL,28-JUL-2026,512.40
02-JUL-2026,FUTSTK,VBL,30-JUL-2026,513.05
02-JUL-2026,FUTSTK,VBL,25-AUG-2026,514.95
02-JUL-2026,FUTSTK,VBL,27-AUG-2026,515.80
02-JUL-2026,FUTSTK,VBL,24-SEP-2026,518.40
02-JUL-2026,FUTSTK,VBL,29-SEP-2026,517.00
02-JUL-2026,FUTSTK,VEDL,28-JUL-2026,276.90
02-JUL-2026,FUTSTK,VEDL,30-JUL-2026,277.40
02-JUL-2026,FUTSTK,VEDL,25-AUG-2026,277.95
02-JUL-2026,FUTSTK,VEDL,27-AUG-2026,278.90
02-JUL-2026,FUTSTK,VEDL,24-SEP-2026,280.30
02-JUL-2026,FUTSTK,VEDL,29-SEP-2026,279.35
02-JUL-2026,FUTSTK,VMM,28-JUL-2026,122.11
02-JUL-2026,FUTSTK,VMM,30-JUL-2026,122.02
02-JUL-2026,FUTSTK,VMM,25-AUG-2026,122.56
02-JUL-2026,FUTSTK,VMM,27-AUG-2026,122.67
02-JUL-2026,FUTSTK,VMM,24-SEP-2026,123.29
02-JUL-2026,FUTSTK,VMM,29-SEP-2026,123.40
02-JUL-2026,FUTSTK,VOLTAS,28-JUL-2026,1298.60
02-JUL-2026,FUTSTK,VOLTAS,30-JUL-2026,1296.70
02-JUL-2026,FUTSTK,VOLTAS,25-AUG-2026,1296.10
02-JUL-2026,FUTSTK,VOLTAS,27-AUG-2026,1303.60
02-JUL-2026,FUTSTK,VOLTAS,24-SEP-2026,1310.10
02-JUL-2026,FUTSTK,VOLTAS,29-SEP-2026,1294.70
02-JUL-2026,FUTSTK,WAAREEENER,28-JUL-2026,2888.60
02-JUL-2026,FUTSTK,WAAREEENER,30-JUL-2026,2893.10
02-JUL-2026,FUTSTK,WAAREEENER,25-AUG-2026,2888.00
02-JUL-2026,FUTSTK,WAAREEENER,27-AUG-2026,2908.60
02-JUL-2026,FUTSTK,WAAREEENER,24-SEP-2026,2923.10
02-JUL-2026,FUTSTK,WAAREEENER,29-SEP-2026,2895.90
02-JUL-2026,FUTSTK,WIPRO,28-JUL-2026,171.07
02-JUL-2026,FUTSTK,WIPRO,30-JUL-2026,174.82
02-JUL-2026,FUTSTK,WIPRO,25-AUG-2026,169.10
02-JUL-2026,FUTSTK,WIPRO,27-AUG-2026,175.75
02-JUL-2026,FUTSTK,WIPRO,24-SEP-2026,176.63
02-JUL-2026,FUTSTK,WIPRO,29-SEP-2026,168.21
02-JUL-2026,FUTSTK,YESBANK,28-JUL-2026,24.40
02-JUL-2026,FUTSTK,YESBANK,30-JUL-2026,24.36
02-JUL-2026,FUTSTK,YESBANK,25-AUG-2026,24.55
02-JUL-2026,FUTSTK,YESBANK,27-AUG-2026,24.49
02-JUL-2026,FUTSTK,YESBANK,24-SEP-2026,24.62
02-JUL-2026,FUTSTK,YESBANK,29-SEP-2026,24.70
02-JUL-2026,FUTSTK,ZYDUSLIFE,28-JUL-2026,1105.00
02-JUL-2026,FUTSTK,ZYDUSLIFE,30-JUL-2026,1105.00
02-JUL-2026,FUTSTK,ZYDUSLIFE,25-AUG-2026,1111.60
02-JUL-2026,FUTSTK,ZYDUSLIFE,27-AUG-2026,1110.90
02-JUL-2026,FUTSTK,ZYDUSLIFE,24-SEP-2026,1116.40
02-JUL-2026,FUTSTK,ZYDUSLIFE,29-SEP-2026,1115.40
02-JUL-2026,OPTIDX,BANKEX,,65509.69
02-JUL-2026,OPTIDX,BANKNIFTY,,58031.65
02-JUL-2026,OPTIDX,FINNIFTY,,26862.40
02-JUL-2026,OPTIDX,FOCIT,,32707.23
02-JUL-2026,OPTIDX,MIDCPNIFTY,,14573.30
02-JUL-2026,OPTIDX,NIFTY,,24175.70
02-JUL-2026,OPTIDX,NIFTYNXT50,,72418.55
02-JUL-2026,OPTIDX,SENSEX,,77502.12
02-JUL-2026,OPTIDX,SENSEX50,,25314.00
02-JUL-2026,OPTIDX,SX40,,45154.33
02-JUL-2026,OPTSTK,360ONE,,1070.30
02-JUL-2026,OPTSTK,ABB,,6861.00
02-JUL-2026,OPTSTK,ABCAPITAL,,392.95
02-JUL-2026,OPTSTK,ADANIENSOL,,1556.90
02-JUL-2026,OPTSTK,ADANIENT,,3177.50
02-JUL-2026,OPTSTK,ADANIGREEN,,1555.20
02-JUL-2026,OPTSTK,ADANIPORTS,,1883.10
02-JUL-2026,OPTSTK,ADANIPOWER,,224.55
02-JUL-2026,OPTSTK,ALKEM,,5500.50
02-JUL-2026,OPTSTK,AMBER,,7404.00
02-JUL-2026,OPTSTK,AMBUJACEM,,428.95
02-JUL-2026,OPTSTK,ANGELONE,,346.15
02-JUL-2026,OPTSTK,APLAPOLLO,,1788.30
02-JUL-2026,OPTSTK,APOLLOHOSP,,8696.00
02-JUL-2026,OPTSTK,ASHOKLEY,,164.73
02-JUL-2026,OPTSTK,ASIANPAINT,,2744.40
02-JUL-2026,OPTSTK,ASTRAL,,1363.20
02-JUL-2026,OPTSTK,AUBANK,,1057.00
02-JUL-2026,OPTSTK,AUROPHARMA,,1561.00
02-JUL-2026,OPTSTK,AXISBANK,,1362.90
02-JUL-2026,OPTSTK,BAJAJ-AUTO,,9857.00
02-JUL-2026,OPTSTK,BAJAJFINSV,,1855.80
02-JUL-2026,OPTSTK,BAJAJHLDNG,,10858.00
02-JUL-2026,OPTSTK,BAJFINANCE,,1018.50
02-JUL-2026,OPTSTK,BANDHANBNK,,205.10
02-JUL-2026,OPTSTK,BANKBARODA,,260.25
02-JUL-2026,OPTSTK,BANKINDIA,,144.96
02-JUL-2026,OPTSTK,BDL,,1384.90
02-JUL-2026,OPTSTK,BEL,,415.05
02-JUL-2026,OPTSTK,BHARATFORG,,2148.90
02-JUL-2026,OPTSTK,BHARTIARTL,,1875.20
02-JUL-2026,OPTSTK,BHEL,,401.95
02-JUL-2026,OPTSTK,BIOCON,,418.60
02-JUL-2026,OPTSTK,BLUESTARCO,,1599.10
02-JUL-2026,OPTSTK,BOSCHLTD,,41515.00
02-JUL-2026,OPTSTK,BPCL,,310.45
02-JUL-2026,OPTSTK,BRITANNIA,,5374.00
02-JUL-2026,OPTSTK,BSE,,3834.70
02-JUL-2026,OPTSTK,CAMS,,798.15
02-JUL-2026,OPTSTK,CANBK,,126.64
02-JUL-2026,OPTSTK,CDSL,,1350.80
02-JUL-2026,OPTSTK,CGPOWER,,959.40
02-JUL-2026,OPTSTK,CHOLAFIN,,1788.50
02-JUL-2026,OPTSTK,CIPLA,,1456.00
02-JUL-2026,OPTSTK,COALINDIA,,438.90
02-JUL-2026,OPTSTK,COCHINSHIP,,1519.30
02-JUL-2026,OPTSTK,COFORGE,,1441.90
02-JUL-2026,OPTSTK,COLPAL,,2061.50
02-JUL-2026,OPTSTK,CONCOR,,477.45
02-JUL-2026,OPTSTK,CROMPTON,,274.15
02-JUL-2026,OPTSTK,CUMMINSIND,,5578.50
02-JUL-2026,OPTSTK,DABUR,,447.00
02-JUL-2026,OPTSTK,DALBHARAT,,1747.90
02-JUL-2026,OPTSTK,DELHIVERY,,509.30
02-JUL-2026,OPTSTK,DIVISLAB,,6682.00
02-JUL-2026,OPTSTK,DIXON,,12373.00
02-JUL-2026,OPTSTK,DLF,,658.20
02-JUL-2026,OPTSTK,DMART,,4187.00
02-JUL-2026,OPTSTK,DRREDDY,,1345.70
02-JUL-2026,OPTSTK,EICHERMOT,,7250.00
02-JUL-2026,OPTSTK,ETERNAL,,279.70
02-JUL-2026,OPTSTK,EXIDEIND,,419.35
02-JUL-2026,OPTSTK,FEDERALBNK,,331.00
02-JUL-2026,OPTSTK,FORCEMOT,,19367.00
02-JUL-2026,OPTSTK,FORTIS,,974.95
02-JUL-2026,OPTSTK,GAIL,,174.29
02-JUL-2026,OPTSTK,GLENMARK,,2196.00
02-JUL-2026,OPTSTK,GMRAIRPORT,,111.79
02-JUL-2026,OPTSTK,GODFRYPHLP,,2171.30
02-JUL-2026,OPTSTK,GODREJCP,,1077.20
02-JUL-2026,OPTSTK,GODREJPROP,,1968.70
02-JUL-2026,OPTSTK,GRASIM,,3169.10
02-JUL-2026,OPTSTK,GVT&D,,4822.80
02-JUL-2026,OPTSTK,HAL,,4434.00
02-JUL-2026,OPTSTK,HAVELLS,,1186.70
02-JUL-2026,OPTSTK,HCLTECH,,1078.00
02-JUL-2026,OPTSTK,HDFCAMC,,2761.00
02-JUL-2026,OPTSTK,HDFCBANK,,795.95
02-JUL-2026,OPTSTK,HDFCLIFE,,571.35
02-JUL-2026,OPTSTK,HEROMOTOCO,,4867.10
02-JUL-2026,OPTSTK,HINDALCO,,949.20
02-JUL-2026,OPTSTK,HINDPETRO,,399.55
02-JUL-2026,OPTSTK,HINDUNILVR,,2210.60
02-JUL-2026,OPTSTK,HINDZINC,,528.70
02-JUL-2026,OPTSTK,HYUNDAI,,1950.70
02-JUL-2026,OPTSTK,ICICIBANK,,1400.00
02-JUL-2026,OPTSTK,ICICIGI,,1761.00
02-JUL-2026,OPTSTK,ICICIPRULI,,495.95
02-JUL-2026,OPTSTK,IDEA,,14.48
02-JUL-2026,OPTSTK,IDFCFIRSTB,,79.52
02-JUL-2026,OPTSTK,IEX,,123.50
02-JUL-2026,OPTSTK,INDHOTEL,,720.70
02-JUL-2026,OPTSTK,INDIANB,,815.10
02-JUL-2026,OPTSTK,INDIGO,,5444.00
02-JUL-2026,OPTSTK,INDUSINDBK,,943.50
02-JUL-2026,OPTSTK,INDUSTOWER,,383.75
02-JUL-2026,OPTSTK,INFY,,1040.90
02-JUL-2026,OPTSTK,INOXWIND,,89.96
02-JUL-2026,OPTSTK,IOC,,141.62
02-JUL-2026,OPTSTK,IREDA,,128.58
02-JUL-2026,OPTSTK,IRFC,,90.83
02-JUL-2026,OPTSTK,ITC,,289.90
02-JUL-2026,OPTSTK,JINDALSTEL,,1043.80
02-JUL-2026,OPTSTK,JIOFIN,,239.73
02-JUL-2026,OPTSTK,JSWENERGY,,565.35
02-JUL-2026,OPTSTK,JSWSTEEL,,1223.80
02-JUL-2026,OPTSTK,JUBLFOOD,,431.60
02-JUL-2026,OPTSTK,KALYANKJIL,,388.10
02-JUL-2026,OPTSTK,KAYNES,,3158.30
02-JUL-2026,OPTSTK,KEI,,5276.50
02-JUL-2026,OPTSTK,KFINTECH,,869.05
02-JUL-2026,OPTSTK,KOTAKBANK,,399.35
02-JUL-2026,OPTSTK,KPITTECH,,558.80
02-JUL-2026,OPTSTK,LAURUSLABS,,1527.90
02-JUL-2026,OPTSTK,LICHSGFIN,,552.90
02-JUL-2026,OPTSTK,LICI,,432.10
02-JUL-2026,OPTSTK,LODHA,,1006.20
02-JUL-2026,OPTSTK,LT,,4059.70
02-JUL-2026,OPTSTK,LTF,,315.25
02-JUL-2026,OPTSTK,LTM,,3680.70
02-JUL-2026,OPTSTK,LUPIN,,2399.60
02-JUL-2026,OPTSTK,M&M,,3175.20
02-JUL-2026,OPTSTK,MANAPPURAM,,323.10
02-JUL-2026,OPTSTK,MANKIND,,2486.90
02-JUL-2026,OPTSTK,MARICO,,856.00
02-JUL-2026,OPTSTK,MARUTI,,14348.00
02-JUL-2026,OPTSTK,MAXHEALTH,,1127.40
02-JUL-2026,OPTSTK,MAZDOCK,,2554.90
02-JUL-2026,OPTSTK,MCX,,2923.20
02-JUL-2026,OPTSTK,MFSL,,1618.30
02-JUL-2026,OPTSTK,MOTHERSON,,147.59
02-JUL-2026,OPTSTK,MOTILALOFS,,956.90
02-JUL-2026,OPTSTK,MPHASIS,,2245.40
02-JUL-2026,OPTSTK,MUTHOOTFIN,,2952.70
02-JUL-2026,OPTSTK,NAM-INDIA,,1213.20
02-JUL-2026,OPTSTK,NATIONALUM,,332.25
02-JUL-2026,OPTSTK,NAUKRI,,1026.15
02-JUL-2026,OPTSTK,NBCC,,103.06
02-JUL-2026,OPTSTK,NESTLEIND,,1446.20
02-JUL-2026,OPTSTK,NHPC,,80.59
02-JUL-2026,OPTSTK,NMDC,,85.57
02-JUL-2026,OPTSTK,NTPC,,358.25
02-JUL-2026,OPTSTK,NUVAMA,,1819.10
02-JUL-2026,OPTSTK,NYKAA,,314.00
02-JUL-2026,OPTSTK,OBEROIRLTY,,1864.70
02-JUL-2026,OPTSTK,OFSS,,10986.00
02-JUL-2026,OPTSTK,OIL,,420.20
02-JUL-2026,OPTSTK,ONGC,,235.96
02-JUL-2026,OPTSTK,PAGEIND,,42885.00
02-JUL-2026,OPTSTK,PATANJALI,,413.50
02-JUL-2026,OPTSTK,PAYTM,,1213.40
02-JUL-2026,OPTSTK,PERSISTENT,,4580.60
02-JUL-2026,OPTSTK,PETRONET,,275.20
02-JUL-2026,OPTSTK,PFC,,430.05
02-JUL-2026,OPTSTK,PGEL,,561.10
02-JUL-2026,OPTSTK,PHOENIXLTD,,2012.50
02-JUL-2026,OPTSTK,PIDILITIND,,1605.40
02-JUL-2026,OPTSTK,PIIND,,2608.50
02-JUL-2026,OPTSTK,PNB,,106.91
02-JUL-2026,OPTSTK,PNBHOUSING,,1054.80
02-JUL-2026,OPTSTK,POLICYBZR,,1682.00
02-JUL-2026,OPTSTK,POLYCAB,,9635.00
02-JUL-2026,OPTSTK,POWERGRID,,288.20
02-JUL-2026,OPTSTK,POWERINDIA,,33775.00
02-JUL-2026,OPTSTK,PREMIERENE,,1050.10
02-JUL-2026,OPTSTK,PRESTIGE,,1674.10
02-JUL-2026,OPTSTK,RADICO,,3972.40
02-JUL-2026,OPTSTK,RBLBANK,,355.50
02-JUL-2026,OPTSTK,RECLTD,,369.60
02-JUL-2026,OPTSTK,RELIANCE,,1303.60
02-JUL-2026,OPTSTK,RVNL,,236.86
02-JUL-2026,OPTSTK,SAIL,,168.09
02-JUL-2026,OPTSTK,SBICARD,,604.55
02-JUL-2026,OPTSTK,SBILIFE,,1784.40
02-JUL-2026,OPTSTK,SBIN,,1051.60
02-JUL-2026,OPTSTK,SHREECEM,,26220.00
02-JUL-2026,OPTSTK,SHRIRAMFIN,,1066.70
02-JUL-2026,OPTSTK,SIEMENS,,3580.40
02-JUL-2026,OPTSTK,SOLARINDS,,18658.00
02-JUL-2026,OPTSTK,SONACOMS,,662.30
02-JUL-2026,OPTSTK,SRF,,2799.40
02-JUL-2026,OPTSTK,SUNPHARMA,,1871.10
02-JUL-2026,OPTSTK,SUPREMEIND,,3275.50
02-JUL-2026,OPTSTK,SUZLON,,57.67
02-JUL-2026,OPTSTK,SWIGGY,,249.00
02-JUL-2026,OPTSTK,TATACONSUM,,1107.20
02-JUL-2026,OPTSTK,TATAELXSI,,3671.20
02-JUL-2026,OPTSTK,TATAPOWER,,376.40
02-JUL-2026,OPTSTK,TATASTEEL,,187.65
02-JUL-2026,OPTSTK,TCS,,2068.00
02-JUL-2026,OPTSTK,TECHM,,1421.30
02-JUL-2026,OPTSTK,TIINDIA,,3090.70
02-JUL-2026,OPTSTK,TITAN,,4481.20
02-JUL-2026,OPTSTK,TMPV,,345.95
02-JUL-2026,OPTSTK,TORNTPHARM,,4661.40
02-JUL-2026,OPTSTK,TRENT,,3317.80
02-JUL-2026,OPTSTK,TVSMOTOR,,3626.80
02-JUL-2026,OPTSTK,ULTRACEMCO,,11536.00
02-JUL-2026,OPTSTK,UNIONBANK,,174.35
02-JUL-2026,OPTSTK,UNITDSPR,,1373.40
02-JUL-2026,OPTSTK,UNOMINDA,,1121.00
02-JUL-2026,OPTSTK,UPL,,588.75
02-JUL-2026,OPTSTK,VBL,,510.65
02-JUL-2026,OPTSTK,VEDL,,276.10
02-JUL-2026,OPTSTK,VMM,,121.45
02-JUL-2026,OPTSTK,VOLTAS,,1290.60
02-JUL-2026,OPTSTK,WAAREEENER,,2879.60
02-JUL-2026,OPTSTK,WIPRO,,174.00
02-JUL-2026,OPTSTK,YESBANK,,24.25
02-JUL-2026,OPTSTK,ZYDUSLIFE,,1099.80
