DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
02-JUL-2026,FUTSTK,DIVISLAB,29-SEP-2026,6789.50
02-JUL-2026,FUTSTK,DIXON,28-JUL-2026,12465.00
02-JUL-2026,FUTSTK,DIXON,30-JUL-2026,12431.00
02-JUL-2026,FUTSTK,DIXON,25-AUG-2026,12481.00
02-JUL-2026,FUTSTK,DIXON,27-AUG-2026,12498.00
02-JUL-2026,FUTSTK,DIXON,24-SEP-2026,12561.00
02-JUL-2026,FUTSTK,DIXON,29-SEP-2026,12506.00
02-JUL-2026,FUTSTK,DLF,28-JUL-2026,656.55
02-JUL-2026,FUTSTK,DLF,30-JUL-2026,661.30
02-JUL-2026,FUTSTK,DLF,25-AUG-2026,654.95
02-JUL-2026,FUTSTK,DLF,27-AUG-2026,664.85
02-JUL-2026,FUTSTK,DLF,24-SEP-2026,668.15
02-JUL-2026,FUTSTK,DLF,29-SEP-2026,655.75
02-JUL-2026,FUTSTK,DMART,28-JUL-2026,4173.00
02-JUL-2026,FUTSTK,DMART,30-JUL-2026,4206.60
02-JUL-2026,FUTSTK,DMART,25-AUG-2026,4169.70
02-JUL-2026,FUTSTK,DMART,27-AUG-2026,4229.10
02-JUL-2026,FUTSTK,DMART,24-SEP-2026,4250.30
02-JUL-2026,FUTSTK,DMART,29-SEP-2026,4172.50
02-JUL-2026,FUTSTK,DRREDDY,28-JUL-2026,1341.20
02-JUL-2026,FUTSTK,DRREDDY,30-JUL-2026,1352.00
02-JUL-2026,FUTSTK,DRREDDY,25-AUG-2026,1338.50
02-JUL-2026,FUTSTK,DRREDDY,27-AUG-2026,1359.20
02-JUL-2026,FUTSTK,DRREDDY,24-SEP-2026,1366.00
02-JUL-2026,FUTSTK,DRREDDY,29-SEP-2026,1342.90
02-JUL-2026,FUTSTK,EICHERMOT,28-JUL-2026,7295.00
02-JUL-2026,FUTSTK,EICHERMOT,30-JUL-2026,7284.00
02-JUL-2026,FUTSTK,EICHERMOT,25-AUG-2026,7255.50
02-JUL-2026,FUTSTK,EICHERMOT,27-AUG-2026,7323.00
02-JUL-2026,FUTSTK,EICHERMOT,24-SEP-2026,7360.00
02-JUL-2026,FUTSTK,EICHERMOT,29-SEP-2026,7290.00
02-JUL-2026,FUTSTK,ETERNAL,28-JUL-2026,280.55
02-JUL-2026,FUTSTK,ETERNAL,30-JUL-2026,281.05
02-JUL-2026,FUTSTK,ETERNAL,25-AUG-2026,282.20
02-JUL-2026,FUTSTK,ETERNAL,27-AUG-2026,282.55
02-JUL-2026,FUTSTK,ETERNAL,24-SEP-2026,283.95
02-JUL-2026,FUTSTK,ETERNAL,29-SEP-2026,283.85
02-JUL-2026,FUTSTK,EXIDEIND,28-JUL-2026,419.90
02-JUL-2026,FUTSTK,EXIDEIND,30-JUL-2026,421.35
02-JUL-2026,FUTSTK,FEDERALBNK,28-JUL-2026,332.95
02-JUL-2026,FUTSTK,FEDERALBNK,30-JUL-2026,332.55
02-JUL-2026,FUTSTK,FEDERALBNK,25-AUG-2026,333.90
02-JUL-2026,FUTSTK,FEDERALBNK,27-AUG-2026,334.35
02-JUL-2026,FUTSTK,FEDERALBNK,24-SEP-2026,336.00
02-JUL-2026,FUTSTK,FEDERALBNK,29-SEP-2026,335.50
02-JUL-2026,FUTSTK,FORCEMOT,28-JUL-2026,19455.00
02-JUL-2026,FUTSTK,FORCEMOT,30-JUL-2026,19458.00
02-JUL-2026,FUTSTK,FORCEMOT,25-AUG-2026,19450.00
02-JUL-2026,FUTSTK,FORCEMOT,27-AUG-2026,19562.00
02-JUL-2026,FUTSTK,FORCEMOT,24-SEP-2026,19660.00
02-JUL-2026,FUTSTK,FORCEMOT,29-SEP-2026,19678.00
02-JUL-2026,FUTSTK,FORTIS,28-JUL-2026,980.60
02-JUL-2026,FUTSTK,FORTIS,30-JUL-2026,979.55
02-JUL-2026,FUTSTK,FORTIS,25-AUG-2026,983.65
02-JUL-2026,FUTSTK,FORTIS,27-AUG-2026,984.75
02-JUL-2026,FUTSTK,FORTIS,24-SEP-2026,989.70
02-JUL-2026,FUTSTK,FORTIS,29-SEP-2026,990.60
02-JUL-2026,FUTSTK,GAIL,28-JUL-2026,175.17
02-JUL-2026,FUTSTK,GAIL,30-JUL-2026,175.11
02-JUL-2026,FUTSTK,GAIL,25-AUG-2026,175.63
02-JUL-2026,FUTSTK,GAIL,27-AUG-2026,176.04
02-JUL-2026,FUTSTK,GAIL,24-SEP-2026,176.92
02-JUL-2026,FUTSTK,GAIL,29-SEP-2026,177.08
02-JUL-2026,FUTSTK,GLENMARK,28-JUL-2026,2205.30
02-JUL-2026,FUTSTK,GLENMARK,30-JUL-2026,2206.30
02-JUL-2026,FUTSTK,GLENMARK,25-AUG-2026,2217.00
02-JUL-2026,FUTSTK,GLENMARK,27-AUG-2026,2218.10
02-JUL-2026,FUTSTK,GLENMARK,24-SEP-2026,2229.20
02-JUL-2026,FUTSTK,GLENMARK,29-SEP-2026,2231.20
02-JUL-2026,FUTSTK,GMRAIRPORT,28-JUL-2026,112.13
02-JUL-2026,FUTSTK,GMRAIRPORT,30-JUL-2026,112.31
02-JUL-2026,FUTSTK,GMRAIRPORT,25-AUG-2026,112.90
02-JUL-2026,FUTSTK,GMRAIRPORT,27-AUG-2026,112.91
02-JUL-2026,FUTSTK,GMRAIRPORT,24-SEP-2026,113.48
02-JUL-2026,FUTSTK,GMRAIRPORT,29-SEP-2026,113.52
02-JUL-2026,FUTSTK,GODFRYPHLP,28-JUL-2026,2172.80
02-JUL-2026,FUTSTK,GODFRYPHLP,30-JUL-2026,2181.50
02-JUL-2026,FUTSTK,GODFRYPHLP,25-AUG-2026,2161.70
02-JUL-2026,FUTSTK,GODFRYPHLP,27-AUG-2026,2193.10
02-JUL-2026,FUTSTK,GODFRYPHLP,24-SEP-2026,2204.10
02-JUL-2026,FUTSTK,GODFRYPHLP,29-SEP-2026,2206.10
02-JUL-2026,FUTSTK,GODREJCP,28-JUL-2026,1082.50
02-JUL-2026,FUTSTK,GODREJCP,30-JUL-2026,1082.30
02-JUL-2026,FUTSTK,GODREJCP,25-AUG-2026,1082.50
02-JUL-2026,FUTSTK,GODREJCP,27-AUG-2026,1088.00
02-JUL-2026,FUTSTK,GODREJCP,24-SEP-2026,1093.50
02-JUL-2026,FUTSTK,GODREJCP,29-SEP-2026,1088.00
02-JUL-2026,FUTSTK,GODREJPROP,28-JUL-2026,1966.00
02-JUL-2026,FUTSTK,GODREJPROP,30-JUL-2026,1977.90
02-JUL-2026,FUTSTK,GODREJPROP,25-AUG-2026,1978.50
02-JUL-2026,FUTSTK,GODREJPROP,27-AUG-2026,1988.50
02-JUL-2026,FUTSTK,GODREJPROP,24-SEP-2026,1998.50
02-JUL-2026,FUTSTK,GODREJPROP,29-SEP-2026,1976.60
02-JUL-2026,FUTSTK,GRASIM,28-JUL-2026,3176.40
02-JUL-2026,FUTSTK,GRASIM,30-JUL-2026,3184.00
02-JUL-2026,FUTSTK,GRASIM,25-AUG-2026,3185.80
02-JUL-2026,FUTSTK,GRASIM,27-AUG-2026,3201.00
02-JUL-2026,FUTSTK,GRASIM,24-SEP-2026,3217.00
02-JUL-2026,FUTSTK,GRASIM,29-SEP-2026,3206.40
02-JUL-2026,FUTSTK,GVT&D,28-JUL-2026,4835.90
02-JUL-2026,FUTSTK,GVT&D,30-JUL-2026,4845.40
02-JUL-2026,FUTSTK,GVT&D,25-AUG-2026,4857.30
02-JUL-2026,FUTSTK,GVT&D,27-AUG-2026,4871.30
02-JUL-2026,FUTSTK,GVT&D,24-SEP-2026,4895.70
02-JUL-2026,FUTSTK,GVT&D,29-SEP-2026,4900.10
02-JUL-2026,FUTSTK,HAL,28-JUL-2026,4453.90
02-JUL-2026,FUTSTK,HAL,30-JUL-2026,4454.80
02-JUL-2026,FUTSTK,HAL,25-AUG-2026,4469.00
02-JUL-2026,FUTSTK,HAL,27-AUG-2026,4478.60
02-JUL-2026,FUTSTK,HAL,24-SEP-2026,4501.00
02-JUL-2026,FUTSTK,HAL,29-SEP-2026,4498.40
02-JUL-2026,FUTSTK,HAVELLS,28-JUL-2026,1190.10
02-JUL-2026,FUTSTK,HAVELLS,30-JUL-2026,1192.30
02-JUL-2026,FUTSTK,HAVELLS,25-AUG-2026,1197.00
02-JUL-2026,FUTSTK,HAVELLS,27-AUG-2026,1198.60
02-JUL-2026,FUTSTK,HAVELLS,24-SEP-2026,1204.60
02-JUL-2026,FUTSTK,HAVELLS,29-SEP-2026,1205.70
02-JUL-2026,FUTSTK,HCLTECH,28-JUL-2026,1068.50
02-JUL-2026,FUTSTK,HCLTECH,30-JUL-2026,1083.10
02-JUL-2026,FUTSTK,HCLTECH,25-AUG-2026,1063.60
02-JUL-2026,FUTSTK,HCLTECH,27-AUG-2026,1088.80
02-JUL-2026,FUTSTK,HCLTECH,24-SEP-2026,1094.30
02-JUL-2026,FUTSTK,HCLTECH,29-SEP-2026,1062.20
02-JUL-2026,FUTSTK,HDFCAMC,28-JUL-2026,2772.10
02-JUL-2026,FUTSTK,HDFCAMC,30-JUL-2026,2774.00
02-JUL-2026,FUTSTK,HDFCAMC,25-AUG-2026,2786.40
02-JUL-2026,FUTSTK,HDFCAMC,27-AUG-2026,2788.80
02-JUL-2026,FUTSTK,HDFCAMC,24-SEP-2026,2802.70
02-JUL-2026,FUTSTK,HDFCAMC,29-SEP-2026,2805.30
02-JUL-2026,FUTSTK,HDFCBANK,28-JUL-2026,800.25
02-JUL-2026,FUTSTK,HDFCBANK,30-JUL-2026,799.70
02-JUL-2026,FUTSTK,HDFCBANK,25-AUG-2026,804.90
02-JUL-2026,FUTSTK,HDFCBANK,27-AUG-2026,803.95
02-JUL-2026,FUTSTK,HDFCBANK,24-SEP-2026,808.00
02-JUL-2026,FUTSTK,HDFCBANK,29-SEP-2026,810.15
02-JUL-2026,FUTSTK,HDFCLIFE,28-JUL-2026,574.45
02-JUL-2026,FUTSTK,HDFCLIFE,30-JUL-2026,574.05
02-JUL-2026,FUTSTK,HDFCLIFE,25-AUG-2026,577.75
02-JUL-2026,FUTSTK,HDFCLIFE,27-AUG-2026,577.10
02-JUL-2026,FUTSTK,HDFCLIFE,24-SEP-2026,580.00
02-JUL-2026,FUTSTK,HDFCLIFE,29-SEP-2026,581.75
02-JUL-2026,FUTSTK,HEROMOTOCO,28-JUL-2026,4815.00
02-JUL-2026,FUTSTK,HEROMOTOCO,30-JUL-2026,4889.90
02-JUL-2026,FUTSTK,HEROMOTOCO,25-AUG-2026,4841.80
02-JUL-2026,FUTSTK,HEROMOTOCO,27-AUG-2026,4916.00
02-JUL-2026,FUTSTK,HEROMOTOCO,24-SEP-2026,4940.70
02-JUL-2026,FUTSTK,HEROMOTOCO,29-SEP-2026,4870.00
02-JUL-2026,FUTSTK,HINDALCO,28-JUL-2026,947.00
02-JUL-2026,FUTSTK,HINDALCO,30-JUL-2026,953.65
02-JUL-2026,FUTSTK,HINDALCO,25-AUG-2026,952.00
02-JUL-2026,FUTSTK,HINDALCO,27-AUG-2026,958.75
02-JUL-2026,FUTSTK,HINDALCO,24-SEP-2026,963.55
02-JUL-2026,FUTSTK,HINDALCO,29-SEP-2026,956.90
02-JUL-2026,FUTSTK,HINDPETRO,28-JUL-2026,402.00
02-JUL-2026,FUTSTK,HINDPETRO,30-JUL-2026,401.45
02-JUL-2026,FUTSTK,HINDPETRO,25-AUG-2026,404.20
02-JUL-2026,FUTSTK,HINDPETRO,27-AUG-2026,403.60
02-JUL-2026,FUTSTK,HINDPETRO,24-SEP-2026,405.60
02-JUL-2026,FUTSTK,HINDPETRO,29-SEP-2026,405.95
02-JUL-2026,FUTSTK,HINDUNILVR,28-JUL-2026,2223.80
02-JUL-2026,FUTSTK,HINDUNILVR,30-JUL-2026,2221.00
02-JUL-2026,FUTSTK,HINDUNILVR,25-AUG-2026,2235.50
02-JUL-2026,FUTSTK,HINDUNILVR,27-AUG-2026,2232.80
02-JUL-2026,FUTSTK,HINDUNILVR,24-SEP-2026,2244.00
02-JUL-2026,FUTSTK,HINDUNILVR,29-SEP-2026,2247.10
02-JUL-2026,FUTSTK,HINDZINC,28-JUL-2026,530.50
02-JUL-2026,FUTSTK,HINDZINC,30-JUL-2026,531.20
02-JUL-2026,FUTSTK,HINDZINC,25-AUG-2026,533.05
02-JUL-2026,FUTSTK,HINDZINC,27-AUG-2026,534.05
02-JUL-2026,FUTSTK,HINDZINC,24-SEP-2026,536.70
02-JUL-2026,FUTSTK,HINDZINC,29-SEP-2026,536.50
02-JUL-2026,FUTSTK,HYUNDAI,28-JUL-2026,1958.80
02-JUL-2026,FUTSTK,HYUNDAI,30-JUL-2026,1959.90
02-JUL-2026,FUTSTK,HYUNDAI,25-AUG-2026,1946.20
02-JUL-2026,FUTSTK,HYUNDAI,27-AUG-2026,1970.30
02-JUL-2026,FUTSTK,HYUNDAI,24-SEP-2026,1980.20
02-JUL-2026,FUTSTK,HYUNDAI,29-SEP-2026,1941.50
02-JUL-2026,FUTSTK,ICICIBANK,28-JUL-2026,1404.30
02-JUL-2026,FUTSTK,ICICIBANK,30-JUL-2026,1406.60
02-JUL-2026,FUTSTK,ICICIBANK,25-AUG-2026,1400.40
02-JUL-2026,FUTSTK,ICICIBANK,27-AUG-2026,1414.10
02-JUL-2026,FUTSTK,ICICIBANK,24-SEP-2026,1421.20
02-JUL-2026,FUTSTK,ICICIBANK,29-SEP-2026,1410.20
02-JUL-2026,FUTSTK,ICICIGI,28-JUL-2026,1769.00
02-JUL-2026,FUTSTK,ICICIGI,30-JUL-2026,1769.30
02-JUL-2026,FUTSTK,ICICIGI,25-AUG-2026,1778.60
02-JUL-2026,FUTSTK,ICICIGI,27-AUG-2026,1778.70
02-JUL-2026,FUTSTK,ICICIGI,24-SEP-2026,1787.60
02-JUL-2026,FUTSTK,ICICIGI,29-SEP-2026,1789.20
02-JUL-2026,FUTSTK,ICICIPRULI,28-JUL-2026,498.70
02-JUL-2026,FUTSTK,ICICIPRULI,30-JUL-2026,498.30
02-JUL-2026,FUTSTK,ICICIPRULI,25-AUG-2026,501.40
02-JUL-2026,FUTSTK,ICICIPRULI,27-AUG-2026,500.95
02-JUL-2026,FUTSTK,ICICIPRULI,24-SEP-2026,503.45
02-JUL-2026,FUTSTK,ICICIPRULI,29-SEP-2026,503.90
02-JUL-2026,FUTSTK,IDEA,28-JUL-2026,14.55
02-JUL-2026,FUTSTK,IDEA,30-JUL-2026,14.55
02-JUL-2026,FUTSTK,IDEA,25-AUG-2026,14.64
02-JUL-2026,FUTSTK,IDEA,27-AUG-2026,14.63
02-JUL-2026,FUTSTK,IDEA,24-SEP-2026,14.70
02-JUL-2026,FUTSTK,IDEA,29-SEP-2026,14.74
02-JUL-2026,FUTSTK,IDFCFIRSTB,28-JUL-2026,79.86
02-JUL-2026,FUTSTK,IDFCFIRSTB,30-JUL-2026,79.89
02-JUL-2026,FUTSTK,IDFCFIRSTB,25-AUG-2026,80.14
02-JUL-2026,FUTSTK,IDFCFIRSTB,27-AUG-2026,80.32
02-JUL-2026,FUTSTK,IDFCFIRSTB,24-SEP-2026,80.72
02-JUL-2026,FUTSTK,IDFCFIRSTB,29-SEP-2026,80.61
02-JUL-2026,FUTSTK,IEX,28-JUL-2026,124.28
02-JUL-2026,FUTSTK,IEX,30-JUL-2026,124.08
02-JUL-2026,FUTSTK,IEX,25-AUG-2026,124.96
02-JUL-2026,FUTSTK,IEX,27-AUG-2026,124.74
02-JUL-2026,FUTSTK,IEX,24-SEP-2026,125.37
02-JUL-2026,FUTSTK,IEX,29-SEP-2026,125.48
02-JUL-2026,FUTSTK,INDHOTEL,28-JUL-2026,723.70
02-JUL-2026,FUTSTK,INDHOTEL,30-JUL-2026,724.10
02-JUL-2026,FUTSTK,INDHOTEL,25-AUG-2026,727.85
02-JUL-2026,FUTSTK,INDHOTEL,27-AUG-2026,727.95
02-JUL-2026,FUTSTK,INDHOTEL,24-SEP-2026,731.60
02-JUL-2026,FUTSTK,INDHOTEL,29-SEP-2026,733.00
02-JUL-2026,FUTSTK,INDIANB,28-JUL-2026,820.15
02-JUL-2026,FUTSTK,INDIANB,30-JUL-2026,818.95
02-JUL-2026,FUTSTK,INDIANB,25-AUG-2026,822.50
02-JUL-2026,FUTSTK,INDIANB,27-AUG-2026,823.30
02-JUL-2026,FUTSTK,INDIANB,24-SEP-2026,827.45
02-JUL-2026,FUTSTK,INDIANB,29-SEP-2026,822.00
02-JUL-2026,FUTSTK,INDIGO,28-JUL-2026,5458.50
02-JUL-2026,FUTSTK,INDIGO,30-JUL-2026,5469.50
02-JUL-2026,FUTSTK,INDIGO,25-AUG-2026,5486.00
02-JUL-2026,FUTSTK,INDIGO,27-AUG-2026,5499.00
02-JUL-2026,FUTSTK,INDIGO,24-SEP-2026,5526.50
02-JUL-2026,FUTSTK,INDIGO,29-SEP-2026,5521.00
02-JUL-2026,FUTSTK,INDUSINDBK,28-JUL-2026,947.35
02-JUL-2026,FUTSTK,INDUSINDBK,30-JUL-2026,947.95
02-JUL-2026,FUTSTK,INDUSINDBK,25-AUG-2026,951.95
02-JUL-2026,FUTSTK,INDUSINDBK,27-AUG-2026,953.00
02-JUL-2026,FUTSTK,INDUSINDBK,24-SEP-2026,957.80
02-JUL-2026,FUTSTK,INDUSINDBK,29-SEP-2026,958.00
02-JUL-2026,FUTSTK,INDUSTOWER,28-JUL-2026,386.05
02-JUL-2026,FUTSTK,INDUSTOWER,30-JUL-2026,385.55
02-JUL-2026,FUTSTK,INDUSTOWER,25-AUG-2026,388.25
02-JUL-2026,FUTSTK,INDUSTOWER,27-AUG-2026,387.65
02-JUL-2026,FUTSTK,INDUSTOWER,24-SEP-2026,389.55
02-JUL-2026,FUTSTK,INDUSTOWER,29-SEP-2026,390.60
02-JUL-2026,FUTSTK,INFY,28-JUL-2026,1043.60
02-JUL-2026,FUTSTK,INFY,30-JUL-2026,1045.80
02-JUL-2026,FUTSTK,INFY,25-AUG-2026,1039.40
02-JUL-2026,FUTSTK,INFY,27-AUG-2026,1051.40
02-JUL-2026,FUTSTK,INFY,24-SEP-2026,1056.60
02-JUL-2026,FUTSTK,INFY,29-SEP-2026,1041.30
02-JUL-2026,FUTSTK,INOXWIND,28-JUL-2026,90.60
02-JUL-2026,FUTSTK,INOXWIND,30-JUL-2026,90.38
02-JUL-2026,FUTSTK,INOXWIND,25-AUG-2026,90.97
02-JUL-2026,FUTSTK,INOXWIND,27-AUG-2026,90.86
02-JUL-2026,FUTSTK,INOXWIND,24-SEP-2026,91.32
02-JUL-2026,FUTSTK,INOXWIND,29-SEP-2026,91.56
02-JUL-2026,FUTSTK,IOC,28-JUL-2026,142.61
02-JUL-2026,FUTSTK,IOC,30-JUL-2026,142.28
02-JUL-2026,FUTSTK,IOC,25-AUG-2026,141.90
02-JUL-2026,FUTSTK,IOC,27-AUG-2026,143.04
02-JUL-2026,FUTSTK,IOC,24-SEP-2026,143.76
02-JUL-2026,FUTSTK,IOC,29-SEP-2026,142.97
02-JUL-2026,FUTSTK,IREDA,28-JUL-2026,127.05
02-JUL-2026,FUTSTK,IREDA,30-JUL-2026,129.18
02-JUL-2026,FUTSTK,IREDA,25-AUG-2026,125.08
02-JUL-2026,FUTSTK,IREDA,27-AUG-2026,129.87
02-JUL-2026,FUTSTK,IREDA,24-SEP-2026,130.52
02-JUL-2026,FUTSTK,IREDA,29-SEP-2026,130.64
02-JUL-2026,FUTSTK,IRFC,28-JUL-2026,90.76
02-JUL-2026,FUTSTK,IRFC,30-JUL-2026,91.26
02-JUL-2026,FUTSTK,IRFC,25-AUG-2026,90.69
02-JUL-2026,FUTSTK,IRFC,27-AUG-2026,91.74
02-JUL-2026,FUTSTK,IRFC,24-SEP-2026,92.20
02-JUL-2026,FUTSTK,IRFC,29-SEP-2026,90.73
02-JUL-2026,FUTSTK,ITC,28-JUL-2026,291.60
02-JUL-2026,FUTSTK,ITC,30-JUL-2026,291.30
02-JUL-2026,FUTSTK,ITC,25-AUG-2026,293.05
02-JUL-2026,FUTSTK,ITC,27-AUG-2026,292.85
02-JUL-2026,FUTSTK,ITC,24-SEP-2026,294.30
02-JUL-2026,FUTSTK,ITC,29-SEP-2026,295.30
02-JUL-2026,FUTSTK,JINDALSTEL,28-JUL-2026,1049.60
02-JUL-2026,FUTSTK,JINDALSTEL,30-JUL-2026,1048.70
02-JUL-2026,FUTSTK,JINDALSTEL,25-AUG-2026,1054.40
02-JUL-2026,FUTSTK,JINDALSTEL,27-AUG-2026,1054.30
02-JUL-2026,FUTSTK,JINDALSTEL,24-SEP-2026,1059.60
02-JUL-2026,FUTSTK,JINDALSTEL,29-SEP-2026,1060.50
02-JUL-2026,FUTSTK,JIOFIN,28-JUL-2026,240.63
02-JUL-2026,FUTSTK,JIOFIN,30-JUL-2026,240.85
02-JUL-2026,FUTSTK,JIOFIN,25-AUG-2026,241.71
02-JUL-2026,FUTSTK,JIOFIN,27-AUG-2026,242.14
02-JUL-2026,FUTSTK,JIOFIN,24-SEP-2026,243.35
02-JUL-2026,FUTSTK,JIOFIN,29-SEP-2026,243.09
02-JUL-2026,FUTSTK,JSWENERGY,28-JUL-2026,568.80
02-JUL-2026,FUTSTK,JSWENERGY,30-JUL-2026,568.00
02-JUL-2026,FUTSTK,JSWENERGY,25-AUG-2026,571.80
02-JUL-2026,FUTSTK,JSWENERGY,27-AUG-2026,571.05
02-JUL-2026,FUTSTK,JSWENERGY,24-SEP-2026,573.90
02-JUL-2026,FUTSTK,JSWENERGY,29-SEP-2026,574.45
02-JUL-2026,FUTSTK,JSWSTEEL,28-JUL-2026,1223.40
02-JUL-2026,FUTSTK,JSWSTEEL,30-JUL-2026,1229.50
02-JUL-2026,FUTSTK,JSWSTEEL,25-AUG-2026,1229.50
02-JUL-2026,FUTSTK,JSWSTEEL,27-AUG-2026,1236.10
02-JUL-2026,FUTSTK,JSWSTEEL,24-SEP-2026,1242.30
02-JUL-2026,FUTSTK,JSWSTEEL,29-SEP-2026,1237.60
02-JUL-2026,FUTSTK,JUBLFOOD,28-JUL-2026,433.30
02-JUL-2026,FUTSTK,JUBLFOOD,30-JUL-2026,433.65
02-JUL-2026,FUTSTK,JUBLFOOD,25-AUG-2026,433.15
02-JUL-2026,FUTSTK,JUBLFOOD,27-AUG-2026,435.95
02-JUL-2026,FUTSTK,JUBLFOOD,24-SEP-2026,438.15
02-JUL-2026,FUTSTK,JUBLFOOD,29-SEP-2026,433.80
02-JUL-2026,FUTSTK,KALYANKJIL,28-JUL-2026,390.40
02-JUL-2026,FUTSTK,KALYANKJIL,30-JUL-2026,389.95
02-JUL-2026,FUTSTK,KALYANKJIL,25-AUG-2026,392.35
02-JUL-2026,FUTSTK,KALYANKJIL,27-AUG-2026,392.00
02-JUL-2026,FUTSTK,KALYANKJIL,24-SEP-2026,394.00
02-JUL-2026,FUTSTK,KALYANKJIL,29-SEP-2026,392.45
02-JUL-2026,FUTSTK,KAYNES,28-JUL-2026,3166.00
02-JUL-2026,FUTSTK,KAYNES,30-JUL-2026,3173.10
02-JUL-2026,FUTSTK,KAYNES,25-AUG-2026,3124.80
02-JUL-2026,FUTSTK,KAYNES,27-AUG-2026,3190.10
02-JUL-2026,FUTSTK,KAYNES,24-SEP-2026,3206.10
02-JUL-2026,FUTSTK,KAYNES,29-SEP-2026,3103.50
02-JUL-2026,FUTSTK,KEI,28-JUL-2026,5251.50
02-JUL-2026,FUTSTK,KEI,30-JUL-2026,5301.50
02-JUL-2026,FUTSTK,KEI,25-AUG-2026,5199.00
02-JUL-2026,FUTSTK,KEI,27-AUG-2026,5330.00
02-JUL-2026,FUTSTK,KEI,24-SEP-2026,5356.50
02-JUL-2026,FUTSTK,KEI,29-SEP-2026,5361.50
02-JUL-2026,FUTSTK,KFINTECH,28-JUL-2026,859.60
02-JUL-2026,FUTSTK,KFINTECH,30-JUL-2026,873.15
02-JUL-2026,FUTSTK,KFINTECH,25-AUG-2026,853.85
02-JUL-2026,FUTSTK,KFINTECH,27-AUG-2026,877.80
02-JUL-2026,FUTSTK,KFINTECH,24-SEP-2026,882.20
02-JUL-2026,FUTSTK,KFINTECH,29-SEP-2026,851.00
02-JUL-2026,FUTSTK,KOTAKBANK,28-JUL-2026,400.40
02-JUL-2026,FUTSTK,KOTAKBANK,30-JUL-2026,401.25
02-JUL-2026,FUTSTK,KOTAKBANK,25-AUG-2026,402.55
02-JUL-2026,FUTSTK,KOTAKBANK,27-AUG-2026,403.40
02-JUL-2026,FUTSTK,KOTAKBANK,24-SEP-2026,405.40
02-JUL-2026,FUTSTK,KOTAKBANK,29-SEP-2026,405.20
02-JUL-2026,FUTSTK,KPITTECH,28-JUL-2026,547.20
02-JUL-2026,FUTSTK,KPITTECH,30-JUL-2026,561.45
02-JUL-2026,FUTSTK,KPITTECH,25-AUG-2026,537.05
02-JUL-2026,FUTSTK,KPITTECH,27-AUG-2026,564.45
02-JUL-2026,FUTSTK,KPITTECH,24-SEP-2026,567.25
02-JUL-2026,FUTSTK,KPITTECH,29-SEP-2026,532.65
02-JUL-2026,FUTSTK,LAURUSLABS,28-JUL-2026,1533.90
02-JUL-2026,FUTSTK,LAURUSLABS,30-JUL-2026,1535.10
02-JUL-2026,FUTSTK,LAURUSLABS,25-AUG-2026,1540.20
02-JUL-2026,FUTSTK,LAURUSLABS,27-AUG-2026,1543.30
02-JUL-2026,FUTSTK,LAURUSLABS,24-SEP-2026,1551.00
02-JUL-2026,FUTSTK,LAURUSLABS,29-SEP-2026,1549.00
02-JUL-2026,FUTSTK,LICHSGFIN,28-JUL-2026,555.30
02-JUL-2026,FUTSTK,LICHSGFIN,30-JUL-2026,555.50
02-JUL-2026,FUTSTK,LICHSGFIN,25-AUG-2026,548.65
02-JUL-2026,FUTSTK,LICHSGFIN,27-AUG-2026,558.50
02-JUL-2026,FUTSTK,LICHSGFIN,24-SEP-2026,561.30
02-JUL-2026,FUTSTK,LICHSGFIN,29-SEP-2026,561.80
02-JUL-2026,FUTSTK,LICI,28-JUL-2026,429.90
02-JUL-2026,FUTSTK,LICI,30-JUL-2026,434.15
02-JUL-2026,FUTSTK,LICI,25-AUG-2026,428.40
02-JUL-2026,FUTSTK,LICI,27-AUG-2026,436.45
02-JUL-2026,FUTSTK,LICI,24-SEP-2026,438.65
02-JUL-2026,FUTSTK,LICI,29-SEP-2026,428.60
02-JUL-2026,FUTSTK,LODHA,28-JUL-2026,1008.50
02-JUL-2026,FUTSTK,LODHA,30-JUL-2026,1010.95
02-JUL-2026,FUTSTK,LODHA,25-AUG-2026,1010.60
02-JUL-2026,FUTSTK,LODHA,27-AUG-2026,1016.35
02-JUL-2026,FUTSTK,LODHA,24-SEP-2026,1021.45
02-JUL-2026,FUTSTK,LODHA,29-SEP-2026,1012.25
02-JUL-2026,FUTSTK,LT,28-JUL-2026,4080.50
02-JUL-2026,FUTSTK,LT,30-JUL-2026,4078.70
02-JUL-2026,FUTSTK,LT,25-AUG-2026,4103.30
02-JUL-2026,FUTSTK,LT,27-AUG-2026,4100.50
02-JUL-2026,FUTSTK,LT,24-SEP-2026,4121.10
02-JUL-2026,FUTSTK,LT,29-SEP-2026,4127.20
02-JUL-2026,FUTSTK,LTF,28-JUL-2026,316.55
02-JUL-2026,FUTSTK,LTF,30-JUL-2026,316.75
02-JUL-2026,FUTSTK,LTF,25-AUG-2026,315.40
02-JUL-2026,FUTSTK,LTF,27-AUG-2026,318.45
02-JUL-2026,FUTSTK,LTF,24-SEP-2026,320.05
02-JUL-2026,FUTSTK,LTF,29-SEP-2026,320.30
02-JUL-2026,FUTSTK,LTM,28-JUL-2026,3693.80
02-JUL-2026,FUTSTK,LTM,30-JUL-2026,3698.00
