Trade Date,ISIN,Last Trade Price (in Rs.),Last Trade Value (Rs. in lacs),Total Trade Value (Rs. in lacs),Last Trade Yield (YTM) (Annualized) (%),Weighted Average Price  (Rs.),Weighted Average Yield (YTM) (%)
02-Jul-2026,INE787H07297 ,106.7532,0.18,0.18,5.2400,106.7532,5.2400
02-Jul-2026,INE1C3207016 ,105.8921,1.00,1.00,8.6000,105.8921,8.6000
02-Jul-2026,INE0TLC07051 ,103.5434,2.00,2.00,8.6000,103.5434,8.6000
02-Jul-2026,INE020B08DA7 ,98.9110,2500.00,2500.00,7.1800,98.9110,7.1800
02-Jul-2026,INE774D07SW9 ,100.9165,0.02,4.85,7.5000,100.9165,7.5000
02-Jul-2026,INE0NES07261 ,99.6484,0.10,0.60,12.1500,99.6484,12.1500
02-Jul-2026,INE911L07147 ,77.4025,1.00,1.00,11.6000,77.4025,11.6000
02-Jul-2026,INE1C3207073 ,103.6561,1.00,3.00,8.2500,103.6561,8.2500
02-Jul-2026,INE403Q07GE0 ,100.2655,0.10,2.20,10.2500,100.2655,10.2500
02-Jul-2026,INE146O07516 ,101.6408,1.00,1.00,8.2000,101.6408,8.2000
02-Jul-2026,INE718F07031 ,99.8516,0.50,0.50,11.5500,99.8516,11.5500
02-Jul-2026,INE734I07040 ,100.1588,2.00,3.00,11.6000,100.1588,11.6000
02-Jul-2026,INE403Q07FQ6 ,100.2803,0.10,0.10,10.2500,100.2803,10.2500
02-Jul-2026,INE549K07HB7 ,101.5845,1.00,13.00,8.4000,101.5845,8.4000
02-Jul-2026,INE027E07AL1 ,101.4662,0.01,0.01,7.0000,101.4662,7.0000
02-Jul-2026,INE836B07790 ,100.5867,1.00,1.00,10.1000,100.5867,10.1000
02-Jul-2026,IN002025Z252 ,98.6011,0.00,0.00,7.0000,98.6011,7.0000
02-Jul-2026,INE0BUS07BN6 ,100.1581,0.10,0.10,10.2000,100.1581,10.2000
02-Jul-2026,INE0BBH07059 ,104.3300,4192.07,4192.07,14.0000,104.3300,14.0000
02-Jul-2026,INE539K07346 ,102.8715,1.00,10.00,8.7500,102.1665,8.9300
02-Jul-2026,INE0BUS07CC7 ,100.4344,0.04,0.09,11.7000,100.4344,11.7000
02-Jul-2026,INE501X07661 ,99.8534,1.00,11.00,10.6500,100.1321,10.6773
